"","BatProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"1440","XP_045677689","ZNF703",34.2781353934507,0.756689707804822,0.0869527653734725,8.70230756382215,3.25202787122223e-18,2.84761129761365e-17,TRUE,"3J3SK","ZNF703","ZNF703_3J3SK"
"1442","XP_045677691","IDO1",633.966562326967,2.15516049208874,0.134627889005643,16.008276650601,1.11865553720521e-57,3.89900091913286e-56,TRUE,"3J9WI","IDO1","IDO1_3J9WI"
"1444","XP_045677708","MBOAT4",0.0168682493196569,0.0283797492761855,3.01757065658967,0.00940483339278594,0.992496139259664,NA,FALSE,"3JD01","MBOAT4","MBOAT4_3JD01"
"1453","XP_045677739","GSR",138.86044406141,-0.167912370100293,0.0650503375634065,-2.58126823610444,0.00984380631149528,0.0233815920877339,TRUE,"3J217","GSR","GSR_3J217"
"1468","XP_045677788","SLC15A1",0,NA,NA,NA,NA,NA,FALSE,"3J96Q","SLC15A1","SLC15A1_3J96Q"
"1470","XP_045677793","KCNRG",12.8288039258737,-0.00888084052791291,0.14561693420735,-0.0609876905886996,0.951369012294159,0.971919164910938,FALSE,"3J3ED","KCNRG","KCNRG_3J3ED"
"1481","XP_045677884","GPHB5",0.0228258725625923,-0.144728561880115,3.0174706039932,-0.0479635366417779,0.96174530268799,NA,FALSE,"3JGEP","GPHB5","GPHB5_3JGEP"
"1494","XP_045677913","NOXRED1",0.0212904679927943,0.110626041362023,3.01743920083157,0.0366622271399985,0.970754326757417,NA,FALSE,"3JD5Q","NOXRED1","NOXRED1_3JD5Q"
"1497","XP_045677919","RHOV",0.833855356085672,0.868912370158186,0.582452774880103,1.49181600231375,0.135747387679362,0.230091750360842,FALSE,"3J7GV","RHOV","RHOV_3J7GV"
"1501","XP_045677926","LOC123807926",0.0146258750598135,0.0276535607163519,3.01755960297663,0.0091642135880509,0.99268811781174,NA,FALSE,"3J5SJ","RAP2A","RAP2A_3J5SJ"
"1503","XP_045677931","AHNAK2",0.952151568600893,1.20010325459294,0.577685880014044,2.07743221032816,0.0377616858922469,0.0772137622637923,FALSE,"3JCZ2","AHNAK2","AHNAK2_3JCZ2"
"1523","XP_045678063","POLR2M",73.3126290424341,0.126695068698177,0.0607964109568893,2.08392348666793,0.0371671275840579,0.0762021172065474,FALSE,"3JEV3","POLR2M","POLR2M_3JEV3"
"1525","XP_045678082","PSMA3",124.937470694567,0.170784530123716,0.0545722640301816,3.12951154141712,0.00175097193947616,0.004784955361449,TRUE,"3JFIP","PSMA3","PSMA3_3JFIP"
"1528","XP_045678092","DYNC1H1",462.125150775243,0.000803201311394969,0.0446910539856808,0.0179723063065892,0.985660946208237,0.991601401936501,FALSE,"3J6XD","DYNC1H1","DYNC1H1_3J6XD"
"1529","XP_045678095","NRDE2",63.7670848643197,-0.358398778001483,0.0774095561000835,-4.62990354237539,3.65836109292258e-06,1.44754450648637e-05,TRUE,"3JD6P","NRDE2","NRDE2_3JD6P"
"1530","XP_045678097","PSMC1",53.9373527850262,0.0231286758718229,0.0686947885712695,0.336687489005478,0.73635249562411,0.829068789490264,FALSE,"3J7NA","PSMC1","PSMC1_3J7NA"
"1539","XP_045678155","EHD4",63.5025198086038,0.633188340533296,0.0773033619920724,8.19095475560598,2.59162008462843e-16,2.07757224084238e-15,TRUE,"3JDF2","EHD4","EHD4_3JDF2"
"1547","XP_045678185","FAM98B",25.474009171437,0.0203411642817897,0.0943319089908376,0.215633972633432,0.82927307238726,0.895637263023572,FALSE,"3JDAT","FAM98B","FAM98B_3JDAT"
"1549","XP_045678187","AVEN",27.838649710706,-0.0274245702031632,0.101154937073391,-0.27111450015797,0.786302969579141,0.865019590453024,FALSE,"3J3AN","AVEN","AVEN_3J3AN"
"1558","XP_045678259","ZFYVE19",3.37792925236499,-0.117860981809188,0.262378060593606,-0.449202885113711,0.653285306428857,0.765093010808901,FALSE,"3J30S","ZFYVE19","ZFYVE19_3J30S"
"1560","XP_045678262","CUNH15orf62",10.4918999756882,-0.147125845934825,0.145367114691865,-1.01209854957009,0.311490935831762,0.443804689788557,FALSE,"3J42C","C15orf62","C15orf62_3J42C"
"1562","XP_045678264","GCHFR",6.33642264787808,-0.141212016192773,0.177360649608728,-0.796185718220459,0.42592409736975,0.56250750025776,FALSE,"3JHJB","GCHFR","GCHFR_3JHJB"
"1564","XP_045678274","JMJD7",5.15047323220086,-0.0595824657847829,0.201334432871968,-0.295937783392831,0.767277595748312,0.851863561570022,FALSE,"3JDR2","JMJD7","JMJD7_3JDR2"
"1571","XP_045678316","SEL1L",300.995512117993,0.296032828522663,0.0401117573486502,7.380200920881,1.58050834329705e-13,1.09983898732993e-12,TRUE,"3J7XC","SEL1L","SEL1L_3J7XC"
"1572","XP_045678317","CCDC88C",400.445043515501,0.0713708361134754,0.0436183199696984,1.63625825485843,0.101785548920065,0.180642872020745,FALSE,"3J4YT","CCDC88C","CCDC88C_3J4YT"
"1574","XP_045678336","SUPT16H",352.96622633079,0.04796899349485,0.0345010570765393,1.39036300796328,0.164418673584209,0.269404659537621,FALSE,"3JBMA","SUPT16H","SUPT16H_3JBMA"
"1581","XP_045678357","SMAD3",97.4363246463146,-0.332425485043057,0.0656458582636914,-5.06392168273198,4.10718433243481e-07,1.80511201759669e-06,TRUE,"3J2V9","SMAD3","SMAD3_3J2V9"
"1582","XP_045678362","FBN1",2.07987604167463,0.151108928033957,0.332807787544363,0.454042644701679,0.649798133506157,0.762479710378898,FALSE,"3JFQ0","FBN1","FBN1_3JFQ0"
"1585","XP_045678391","IK",201.338133511135,0.669433765479443,0.0652519140822761,10.259220359963,1.07571714334103e-24,1.25432530612268e-23,TRUE,"3JCDB","IK","IK_3JCDB"
"1586","XP_045678397","FEM1B",348.945241512122,-0.522285500030161,0.0547006845299936,-9.54806150083515,1.32145692593982e-21,1.34691156348335e-20,TRUE,"3J51X","FEM1B","FEM1B_3J51X"
"1588","XP_045678416","LOC123808113",0.231926939053867,-0.381505596431575,3.01462874797004,-0.126551435790715,0.89929543641038,NA,FALSE,"3JHVI","SS18L2","SS18L2_3JHVI"
"1593","XP_045678471","SUSD6",429.222439790412,0.908822932193625,0.0619169420208614,14.6780978280132,8.90537461378016e-49,2.37570501136002e-47,TRUE,"3J7SE","KIAA0247","KIAA0247_3J7SE"
"1594","XP_045678476","NAA30",134.649093058842,-0.141690914688577,0.0446641302084733,-3.17236480431219,0.00151202941388251,0.00418983193791536,TRUE,"3JAGF","NAA30","NAA30_3JAGF"
"1598","XP_045678492","FBXL22",0.702370330396765,0.115520987300957,0.547408528073266,0.211032494702924,0.832861915192316,0.897819880742177,FALSE,"3JBTT","FBXL22","FBXL22_3JBTT"
"1602","XP_045678515","ADAM10",22330.8390800942,-0.071042446330299,0.0501751759451834,-1.41588833505862,0.156808200781211,0.259485279046657,FALSE,"3J9A5","ADAM10","ADAM10_3J9A5"
"1608","XP_045678537","SPTLC2",72.159766007936,-0.372422207953255,0.0665784808532042,-5.59373243697752,2.2223935704407e-08,1.09534694481635e-07,TRUE,"3JCKD","SPTLC2","SPTLC2_3JCKD"
"1613","XP_045678555","HIF1A",654.331706613561,1.69265721972163,0.0616027648894158,27.4769683269923,3.30941537703749e-166,9.47497441786466e-164,TRUE,"3JBFW","HIF1A","HIF1A_3JBFW"
"1615","XP_045678583","PLEK2",39.293995296879,-0.230759611724766,0.0859009752158078,-2.68634449312167,0.00722385658573787,0.0176878577640708,TRUE,"3J45U","PLEK2","PLEK2_3J45U"
"1616","XP_045678585","EIF2S1",113.770044308779,0.0472360551827884,0.0621188574112338,0.760414102115248,0.447007096437958,0.581958325341762,FALSE,"3J24S","EIF2S1","EIF2S1_3J24S"
"1617","XP_045678586","ATP6V1D",133.10907053462,0.468188150321922,0.064723948471355,7.23361539862064,4.70302458919022e-13,3.17756397970867e-12,TRUE,"3J7BZ","ATP6V1D","ATP6V1D_3J7BZ"
"1618","XP_045678590","LCMT2",26.1438105822984,0.401087360812951,0.0995508516095572,4.02896966051112,5.60218470058294e-05,0.000191636072763914,TRUE,"3J6Y0","LCMT2","LCMT2_3J6Y0"
"1620","XP_045678599","GON7",9.55057478467035,0.336050142109672,0.153841233073136,2.18439579166604,0.0289331771967072,0.0611744204133994,FALSE,"3JHGT","C14orf142","C14orf142_3JHGT"
"1622","XP_045678602","CNIH1",36.7487308447405,-0.0808431130955105,0.0860493798119256,-0.939496754912188,0.347475757569775,0.483223074084154,FALSE,"3J345","CNIH1","CNIH1_3J345"
"1627","XP_045678621","PYGL",328.651220939665,-0.612135385859127,0.0813746613778248,-7.52243235786833,5.37664362767961e-14,3.84323349454245e-13,TRUE,"3JC47","PYGL","PYGL_3JC47"
"1629","XP_045678643","EIF3J",80.5618696304151,0.0147472917811243,0.0593756527894814,0.248372709827905,0.803846046547342,0.878099327216678,FALSE,"3JE5B","EIF3J","EIF3J_3JE5B"
"1641","XP_045678682","GNB5",155.04774020694,-0.609699788780643,0.055058503792101,-11.0736715818295,1.68358391529012e-28,2.27212970655273e-27,TRUE,"3J3WZ","GNB5","GNB5_3J3WZ"
"1646","XP_045678691","RSL24D1",62.345608209267,0.12732542748139,0.0770617404013906,1.6522521658373,0.0984831561345705,0.175696054557201,FALSE,"3J7VI","RSL24D1","RSL24D1_3J7VI"
"1651","XP_045678706","THBS1",5197.52994246527,1.64596781919975,0.152864318887451,10.7675082791009,4.90085214787945e-27,6.22625693240501e-26,TRUE,"3J4MU","THBS1","THBS1_3J4MU"
"1652","XP_045678707","METTL17",22.7642735134553,-0.283550785909734,0.104131828406298,-2.72299824414286,0.00646924017010579,0.0159866411293628,TRUE,"3J2CE","METTL17","METTL17_3J2CE"
"1667","XP_045678764","METTL3",47.6815496130866,-0.00472904294684164,0.0729786553001448,-0.0648003574112478,0.948332956877193,0.969868105990434,FALSE,"3J895","METTL3","METTL3_3J895"
"1670","XP_045678794","ITGA11",1.82089527987117,-0.0959666579589313,0.376314237499862,-0.255017345600607,0.798709702203886,0.874229427596594,FALSE,"3J8PM","ITGA11","ITGA11_3J8PM"
"1674","XP_045678818","PLEKHO2",445.047445134935,0.618672621036817,0.0763927125280811,8.09858166522624,5.56036319811343e-16,4.36792274156554e-15,TRUE,"3JB2F","PLEKHO2","PLEKHO2_3JB2F"
"1675","XP_045678820","INTS14",11.3111230614112,-0.022859936427168,0.13986702164463,-0.163440503403654,0.870171614506925,0.922166798558366,FALSE,"3J53C","VWA9","VWA9_3J53C"
"1677","XP_045678834","NOP10",37.5996770237899,0.179613786328207,0.0736350813054113,2.43924204528593,0.0147181063670906,0.033562139010605,TRUE,"3JHU2","NOP10","NOP10_3JHU2"
"1678","XP_045678837","PDCD7",24.1725851476697,0.21444990649326,0.130040666918887,1.64909879020401,0.0991273974586433,0.176589951494936,FALSE,"3JBIW","PDCD7","PDCD7_3JBIW"
"1684","XP_045678856","PNMA1",2.69213396700393,-0.944978917799093,0.322271717983579,-2.93224277858364,0.00336523561000695,0.0087631675386132,TRUE,"3J448","PNMA1","PNMA1_3J448"
"1691","XP_045678876","SIX1",0.0545228167363981,0.0267255949359365,3.01748341275048,0.00885691527681864,0.992933296435607,NA,FALSE,"3JC90","SIX1","SIX1_3JC90"
"1693","XP_045678879","SPESP1",0.7213172938895,-1.02147998566604,0.59199598596081,-1.72548464835987,0.0844401680406131,0.154177111285178,FALSE,"3JFZW","SPESP1","SPESP1_3JFZW"
"1694","XP_045678880","LOC123808339",0.554934436510841,-1.61005721029168,0.900892319086222,-1.78718052777358,0.0739083154575167,0.137448458589976,FALSE,"3JD15","CYP46A1","CYP46A1_3JD15"
"1695","XP_045678887","PARP2",28.0190114881201,0.0363308262281286,0.08753673906979,0.415035179676539,0.678116149962268,0.784191779043549,FALSE,"3JC65","PARP2","PARP2_3JC65"
"1698","XP_045678891","RAB8B",2036.89709571145,0.233221445921269,0.0449531484663762,5.18810036399814,2.12450101832382e-07,9.60037340101064e-07,TRUE,"3JDJC","RAB8B","RAB8B_3JDJC"
"1701","XP_045678901","DLGAP5",522.077163537302,0.104774047007627,0.0572994865625485,1.82853378438662,0.0674694800852434,0.127350828202362,FALSE,"3JB20","DLGAP5","DLGAP5_3JB20"
"1705","XP_045678921","DNAL1",12.1750388409404,-0.571169303670125,0.13974271737738,-4.08729209213573,4.36437493939331e-05,0.000151688756564693,TRUE,"3J7SJ","DNAL1","DNAL1_3J7SJ"
"1707","XP_045678944","HACD3",16.0501477943897,-0.092899631808881,0.116505328246479,-0.797385263035713,0.425227315427727,0.561726089499279,FALSE,"3J5PB","PTPLAD1","PTPLAD1_3J5PB"
"1715","XP_045678983","TMED10",392.529399103867,0.291038477136818,0.0402952197026235,7.22265517559319,5.09821753163231e-13,3.43733060070062e-12,TRUE,"3J6QQ","TMED10","TMED10_3J6QQ"
"1717","XP_045678990","CHST14",4.93257410787908,-0.676738750982762,0.207120857268987,-3.26736167427061,0.00108554900688763,0.00307621424416566,TRUE,"3JDH2","CHST14","CHST14_3JDH2"
"1720","XP_045679000","NDUFAF1",8.41971781392643,0.0344687428110788,0.156147431346688,0.220744859609949,0.825291100021197,0.892719754867079,FALSE,"3J439","NDUFAF1","NDUFAF1_3J439"
"1724","XP_045679009","ANKRD63",0.61669824149829,0.150077351501284,0.588179791319397,0.255155572694248,0.798602943409202,0.874172253135778,FALSE,"3J9CS","ANKRD63","ANKRD63_3J9CS"
"1727","XP_045679015","VPS18",32.1777556234321,0.295816855040124,0.0973450706616728,3.03884781252303,0.00237484790940125,0.00635022290384094,TRUE,"3JAHB","VPS18","VPS18_3JAHB"
"1729","XP_045679018","PRKCH",196.504794122051,0.516310453555214,0.0451570855404295,11.4336531548954,2.83907918055819e-30,4.11192018987258e-29,TRUE,"3J6VY","PRKCH","PRKCH_3J6VY"
"1731","XP_045679030","SLC10A1",89.2167639488734,0.357260892741032,0.0604152931657248,5.91341817643808,3.35080020803349e-09,1.76142228640659e-08,TRUE,"3JD4A","SLC10A1","SLC10A1_3JD4A"
"1732","XP_045679031","DISP2",0.735985443280521,0.295572095118627,1.56661137241195,0.18866969838446,0.85035170220906,0.909213180888417,FALSE,"3J6IW","DISP2","DISP2_3J6IW"
"1738","XP_045679042","RTF1",144.641959317843,-0.0135248441024703,0.0461842855786911,-0.292845151397351,0.769640514519126,0.853659382171231,FALSE,"3J449","RTF1","RTF1_3J449"
"1740","XP_045679044","ZFYVE1",134.426742010205,0.0836992425474594,0.0483660732174409,1.730536241203,0.0835345119913224,0.152836794563149,FALSE,"3J8G6","ZFYVE1","ZFYVE1_3J8G6"
"1750","XP_045679069","ATG14",621.05917654402,-0.0323927899365135,0.0484210163033894,-0.668982033205406,0.503506939071727,0.63654997272804,FALSE,"3J4Y5","ATG14","ATG14_3J4Y5"
"1760","XP_045679104","GLRX5",239.233999374842,-0.619236090068322,0.0523896173281169,-11.819824645598,3.08327432866254e-32,4.77163487562225e-31,TRUE,"3JEUC","GLRX5","GLRX5_3JEUC"
"1773","XP_045679148","OAZ2",33.3562056476341,-0.604605625603845,0.0941837758183622,-6.41942436847994,1.36790594837572e-10,7.96644971678459e-10,TRUE,"3JEXY","OAZ2","OAZ2_3JEXY"
"1780","XP_045679177","SORD",9.1008892745168,-1.41225280017971,0.16340769578691,-8.64251095016564,5.49908822712651e-18,4.77093514856706e-17,TRUE,"3J9VR","SORD","SORD_3J9VR"
"1782","XP_045679188","IRF2BPL",122.460617652596,-0.297884547833934,0.083314040757119,-3.57544232793054,0.000349636247822631,0.00106755245883455,TRUE,"3JCHP","IRF2BPL","IRF2BPL_3JCHP"
"1786","XP_045679203","ISCA2",8101.47800401119,-0.0440684610586722,0.0477127311675434,-0.923620593085012,0.355683888217704,0.491398516139117,FALSE,"3JGHI","ISCA2","ISCA2_3JGHI"
"1791","XP_045679211","CUNH15orf61",0.742533533237979,-1.44104822106987,0.575686713777267,-2.50318130778924,0.0123082473248718,0.0286121689661694,TRUE,"3J5HQ","C15orf61","C15orf61_3J5HQ"
"1801","XP_045679266","LCP2",496.865061932787,0.354807798559425,0.0649990048612333,5.45866508751797,4.79727686555647e-08,2.28776739992465e-07,TRUE,"3J2WJ","LCP2","LCP2_3J2WJ"
"1810","XP_045679298","CHAC1",6.00875407813088,3.19640465080415,0.305887997643219,10.4495916002967,1.47157539949073e-25,1.77396754737104e-24,TRUE,"3J603","CHAC1","CHAC1_3J603"
"1817","XP_045679321","RNASE13",0.101618130246366,-0.411535597091644,3.01646424601725,-0.136429794463836,0.891481521301716,NA,FALSE,"3JGRS","RNASE13","RNASE13_3JGRS"
"1829","XP_045679349","ZFP36L1",857.77438096452,0.69410295125413,0.047384211348916,14.6484014716013,1.37922505596182e-48,3.66111180831719e-47,TRUE,"3JBI6","ZFP36L1","ZFP36L1_3JBI6"
"1831","XP_045679353","EPB42",1356.89704702311,-0.429612278763771,0.0476910443875336,-9.00823800948403,2.09393525461212e-19,1.93387465076014e-18,TRUE,"3JESM","EPB42","EPB42_3JESM"
"1833","XP_045679360","RAB11A",309.395366179956,-0.331539147406217,0.0466038348860804,-7.11398854228712,1.12736514585191e-12,7.42911852998095e-12,TRUE,"3J27Y","RAB11A","RAB11A_3J27Y"
"1835","XP_045679368","TMEM121",0,NA,NA,NA,NA,NA,FALSE,"3JF30","TMEM121","TMEM121_3JF30"
"1838","XP_045679371","EID1",133.504631794586,-0.200785190034817,0.054989607729452,-3.65132973893316,0.000260886028130927,0.00081282271454006,TRUE,"3J8WE","EID1","EID1_3J8WE"
"1839","XP_045679372","TERB2",3.36669549960396,1.43330765796596,0.31598412063378,4.53601166758358,5.73280099537854e-06,2.21853725220623e-05,TRUE,"3JDJ3","C15orf43","C15orf43_3JDJ3"
"1841","XP_045679374","DIO2",0.277785566473321,0.0725882513557105,2.4136517797591,0.0300740363479256,0.97600800735508,NA,FALSE,"3JEEK","DIO2","DIO2_3JEEK"
"1852","XP_045679402","DDX24",53.9800634224455,0.237297348743107,0.0719865411342616,3.29641270443214,0.000979280427156098,0.00279274334553428,TRUE,"3J544","DDX24","DDX24_3J544"
"1855","XP_045679408","BLOC1S6",75.3653502110836,0.17291184317399,0.0579768092794274,2.98243117072237,0.00285968941840494,0.00755219905209792,TRUE,"3J9HP","BLOC1S6","BLOC1S6_3J9HP"
"1860","XP_045679422","ZDHHC22",0.606929148218925,0.148464726939829,0.803065454050955,0.184872510940321,0.853329032403892,0.911244463602744,FALSE,"3JEB7","ZDHHC22","ZDHHC22_3JEB7"
"1861","XP_045679428","TTC9",0.603115285150507,0.773407320854732,0.7176027693584,1.07776523987808,0.281138535557328,0.409846712183183,FALSE,"3J1XJ","TTC9","TTC9_3J1XJ"
"1865","XP_045679443","CHRM5",0.250783794905034,0.0927993191139576,3.01333120694906,0.0307962559508734,0.97543202632375,NA,FALSE,"3JANM","CHRM5","CHRM5_3JANM"
"1870","XP_045679462","ZNF839",11.5646998871527,-0.232059024177925,0.144866854799288,-1.6018779761557,0.109182595563591,0.191586358177855,FALSE,"3JCCV","ZNF839","ZNF839_3JCCV"
"1872","XP_045679468","PIERCE2",0.5260542553094,-0.9792708765645,0.971942548990617,-1.00753987731219,0.313675404555912,0.446045034256757,FALSE,"3JH04","C15orf65","C15orf65_3JH04"
"1875","XP_045679475","PPIB",118.514943633378,0.0638926510846414,0.0490608771937905,1.30231367107982,0.192809180124894,0.305850793176757,FALSE,"3JBR9","PPIB","PPIB_3JBR9"
"1882","XP_045679493","TMX1",85.1816935753735,-0.00762555908184238,0.0550599813862509,-0.138495489643347,0.889848834010241,0.935046949514104,FALSE,"3JEZ4","TMX1","TMX1_3JEZ4"
"1898","XP_045679549","CHP1",129.46107128166,0.17849666297905,0.0505078479749928,3.53403817694681,0.000409261959690894,0.00123922511798378,TRUE,"3J3GY","CHP1","CHP1_3J3GY"
"1899","XP_045679551","CUNH5orf15",156.206212558873,0.085353375372928,0.0499603422244514,1.70842255222093,0.0875579656096137,0.158964654356125,FALSE,"3JAFQ","C5orf15","C5orf15_3JAFQ"
"1901","XP_045679556","PTGER2",152.907102743452,-0.142493358534857,0.0530968785972999,-2.68364849872932,0.00728236261588029,0.0178147878883748,TRUE,"3J7BT","PTGER2","PTGER2_3J7BT"
"1919","XP_045679609","ATP5MJ",113.252304019784,0.0204196268507494,0.0662535033581095,0.308204484529346,0.757926740295922,0.845051420526044,FALSE,"3JI6Z","C14orf2","C14orf2_3JI6Z"
"1923","XP_045679619","TMEM30B",0.756614261383534,0.0559574485444482,0.700023399872502,0.0799365400565751,0.936287728040297,0.962460802953778,FALSE,"3JAFM","TMEM30B","TMEM30B_3JAFM"
"1932","XP_045679666","XRCC3",1.29872082221129,0.0889999431435959,0.44838625539052,0.198489454289989,0.842662134870233,0.904250184617792,FALSE,"3J684","XRCC3","XRCC3_3J684"
"1933","XP_045679667","ZFYVE21",0.950245555547306,-0.740115082178025,0.5541239724905,-1.33564891417997,0.181664054292038,0.291203737498925,FALSE,"3J6EU","ZFYVE21","ZFYVE21_3J6EU"
"1934","XP_045679671","ANKRD9",94.267871900165,-0.121841905319034,0.0791764200118883,-1.53886605760578,0.123836999055512,0.212851480044707,FALSE,"3JFZ0","ANKRD9","ANKRD9_3JFZ0"
"1936","XP_045679673","INAFM2",24.98020357214,-0.708488678905873,0.0989248180716099,-7.16189013754881,7.9572183312933e-13,5.30029420463753e-12,TRUE,"3JI31","INAFM2","INAFM2_3JI31"
"1944","XP_045679722","ZMAT2",679.341879491602,-0.117469992775855,0.0488610698921595,-2.40416333566009,0.0162095290096691,0.0365678033786443,TRUE,"3JEQY","ZMAT2","ZMAT2_3JEQY"
"1947","XP_045679732","SMAD6",24.5937059885006,0.159201869872489,0.127453449034961,1.24909816939375,0.211629170114897,0.329070942144519,FALSE,"3J30C","SMAD6","SMAD6_3J30C"
"1949","XP_045679734","TAF7",43.0758815038144,-0.0786066051461174,0.0771248305720485,-1.01921267849898,0.308102008847869,0.439953643378864,FALSE,"3J5K3","TAF7","TAF7_3J5K3"
"1954","XP_045679745","STK10",305.271434136659,-0.412166178092653,0.0566447664056973,-7.27633291204106,3.43016495198818e-13,2.34224168122771e-12,TRUE,"3JCFS","STK10","STK10_3JCFS"
"1959","XP_045679756","HINT1",61.2372173532312,-0.0607805287717308,0.0727329988036718,-0.835666475622649,0.403342560089046,0.538944184174321,FALSE,"3JGFJ","HINT1","HINT1_3JGFJ"
"1968","XP_045679771","MFAP1",75.926525847895,0.217370166113479,0.0610738950129333,3.55913383398009,0.000372079899771169,0.00113219909528016,TRUE,"3J8AP","MFAP1","MFAP1_3J8AP"
"1975","XP_045679804","BBOF1",0.334080923555101,-0.687816457598363,1.90490938406313,-0.361075683364667,0.718042870616849,NA,FALSE,"3JE42","CCDC176","CCDC176_3JE42"
"1980","XP_045679838","ARHGEF37",0.631456224614466,-0.298205132609824,0.953714021098483,-0.312677727298539,0.754525518730054,0.8427243219644,FALSE,"3JASQ","ARHGEF37","ARHGEF37_3JASQ"
"1984","XP_045679858","DLL4",0.208603828885967,0.0639471170814985,3.01500605150564,0.0212096148362835,0.983078444478377,NA,FALSE,"3J53D","DLL4","DLL4_3J53D"
"1989","XP_045679869","LOC123808938",11.2017389363352,0.0873276765752803,0.140102191814158,0.623314135521296,0.533078110542443,0.663420115371187,FALSE,"3JGW4","COX16","COX16_3JGW4"
"1992","XP_045679892","GATM",18.4453033215796,-1.37229366215246,0.133318356507469,-10.2933586799473,7.5496066410803e-25,8.86760756603959e-24,TRUE,"3J82G","GATM","GATM_3J82G"
"1995","XP_045679898","EMC7",35.0082942296293,0.490656995651414,0.0893498241011105,5.49141535070259,3.98725418539609e-08,1.91400138785795e-07,TRUE,"3JCZB","EMC7","EMC7_3JCZB"
"1998","XP_045679923","NDUFB1",8.65556855224687,-0.464947969865471,0.169834308969877,-2.73765632330472,0.00618787036561223,0.0153695004758886,TRUE,"3JI24","NDUFB1","NDUFB1_3JI24"
"2006","XP_045679942","BHLHA15",0.337768368382593,-0.132259932324617,1.74432050801541,-0.0758231825612685,0.939559772197405,NA,FALSE,"3JG3N","BHLHA15","BHLHA15_3JG3N"
"2012","XP_045679958","GLTPD2",6.66412433683407,0.0309440721600968,0.206374881125583,0.149941078058171,0.880811102441298,0.928776350242771,FALSE,"3JFHK","GLTPD2","GLTPD2_3JFHK"
"2016","XP_045679977","RCVRN",0.943671918597533,2.39203414085886,0.934950385881786,2.55846104454285,0.0105136598936462,0.0248401870136795,TRUE,"3J5BD","RCVRN","RCVRN_3J5BD"
"2018","XP_045679984","LRRC75A",14.5702099623122,0.443209703302223,0.122061333712119,3.63104096787546,0.000282280367110118,0.000874213082070025,TRUE,"3JF4K","LRRC75A","LRRC75A_3JF4K"
"2022","XP_045679992","CD68",187.410906202827,2.12222889212902,0.134110635727406,15.8244637393464,2.10989074650723e-56,7.10669712998958e-55,TRUE,"3JC6M","CD68","CD68_3JC6M"
"2024","XP_045679994","SOX15",4.66905009767153,0.798639923898188,0.250323499531591,3.19043128348962,0.00142060619747377,0.00395564070234404,TRUE,"3JEY5","SOX15","SOX15_3JEY5"
"2029","XP_045680035","MYBBP1A",35.1634634366724,1.09638532911735,0.0933762279928787,11.7415894032576,7.80065071320859e-32,1.18998889519385e-30,TRUE,"3JATF","MYBBP1A","MYBBP1A_3JATF"
"2030","XP_045680047","MED9",21.7753953196054,0.493167758640978,0.112266896128693,4.39281547497007,1.11892092919424e-05,4.20034166653505e-05,TRUE,"3JGHS","MED9","MED9_3JGHS"
"2034","XP_045680068","SOWAHA",0.096433166259106,0.292314603711481,3.01703567253611,0.0968880170600577,0.922815325034795,NA,FALSE,"3J5VB","SOWAHA","SOWAHA_3J5VB"
"2036","XP_045680072","SMCR8",64.1969946727329,0.322510104047639,0.0853446633592481,3.77891354131976,0.000157514097437344,0.000506909579328168,TRUE,"3J2YB","SMCR8","SMCR8_3J2YB"
"2046","XP_045680126","LOC123809217",1.61576980247239,-0.162431318308967,0.416570610673419,-0.389925055073818,0.696591966165877,0.799116985799765,FALSE,"3JBJT","MYH3","MYH3_3JBJT"
"2047","XP_045680127","ALKBH5",108.186204213647,0.243404143422131,0.0533498124634055,4.56241797642851,5.05678512643567e-06,1.9678503867025e-05,TRUE,"3J4R4","ALKBH5","ALKBH5_3J4R4"
"2053","XP_045680138","LOC123809228",11.8510324015859,0.270618964066759,0.133355433295931,2.02930587362139,0.04242714543411,0.0853922197771887,FALSE,"3JBGE","C1QBP","C1QBP_3JBGE"
"2058","XP_045680155","TMEM256",11.7991656918376,0.239641837020365,0.131961727989097,1.81599499091255,0.0693711405181846,0.130252663769534,FALSE,"3JGXI","TMEM256","TMEM256_3JGXI"
"2060","XP_045680182","THG1L",61.0305373538786,0.087291834321739,0.0649175902652722,1.34465610884568,0.178736314783766,0.287603305392224,FALSE,"3JANN","THG1L","THG1L_3JANN"
"2061","XP_045680183","SLC2A4",0.0439976858358903,-0.318499370195585,3.01735302111382,-0.105555885561582,0.915934727355143,NA,FALSE,"3J5RI","SLC2A4","SLC2A4_3J5RI"
"2067","XP_045680208","LOC123809255",2667.60822382914,-0.0206172890630524,0.036939485838211,-0.558136871567537,0.576750924362461,0.70040198399326,FALSE,"3JGVR","GABARAP","GABARAP_3JGVR"
"2070","XP_045680214","TAX1BP3",81.6296239015424,-0.630062962677612,0.0599017340252483,-10.5182758551204,7.11638708892e-26,8.68979696851899e-25,TRUE,"3JGDU","TAX1BP3","TAX1BP3_3JGDU"
"2071","XP_045680221","POLR2A",803.082317159782,0.674411413704187,0.036412648901585,18.5213499717355,1.38909859610691e-76,8.24867325606746e-75,TRUE,"3JEZ7","POLR2A","POLR2A_3JEZ7"
