"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","description_Phha","gene_symbol_human","description_human"
"ACOD1",2033.2478398672,7.15330280513028,0.143625909140523,49.8051002631531,0,0,TRUE,"aconitate decarboxylase 1;transcript_id=XM_045839180.1",NA,NA
"C3AR1",952.032308620144,2.67352807035751,0.0700021804428519,38.1920684962109,0,0,TRUE,"complement C3a receptor 1%2C transcript variant X2;transcript_id=XM_045839663.1",NA,NA
"IL1B",1187.06931669817,7.6217303637208,0.13431005651349,56.7472798505991,0,0,TRUE,"interleukin 1 beta;transcript_id=XM_045828357.1",NA,NA
"IL1RN",3143.52028581384,6.26255021065568,0.0805988135561547,77.7002778867513,0,0,TRUE,"interleukin 1 receptor antagonist%2C transcript variant X2;transcript_id=XM_045828064.1",NA,NA
"MARCKS",906.986909174414,2.71892857635445,0.0719737600100681,37.7766643839937,0,0,TRUE,"myristoylated alanine rich protein kinase C substrate;transcript_id=XM_045843390.1",NA,NA
"NCF1",619.994981816414,4.33015738977375,0.0897872745484874,48.226849645997,0,0,TRUE,"neutrophil cytosolic factor 1%2C transcript variant X2;transcript_id=XM_045819465.1",NA,NA
"NFKB1",1080.9072310535,2.53800146087986,0.0569665928585576,44.5524531751699,0,0,TRUE,"nuclear factor kappa B subunit 1%2C transcript variant X2;transcript_id=XM_045820102.1",NA,NA
"NFKBIZ",811.123568618894,1.93220735556633,0.051302396936896,37.6631009647175,0,0,TRUE,"NFKB inhibitor zeta;transcript_id=XM_045851656.1",NA,NA
"NLRC4",489.210360112813,2.60762622533122,0.0691399219486796,37.7152034864427,0,0,TRUE,"NLR family CARD domain containing 4%2C transcript variant X2;transcript_id=XM_045827688.1",NA,NA
"PDE4B",751.124994881557,1.86310847848015,0.0462866732748724,40.2515097038002,0,0,TRUE,"phosphodiesterase 4B%2C transcript variant X1;transcript_id=XM_045835392.1",NA,NA
"PELI1",554.274206184947,2.5217062148191,0.0529692578468205,47.606976524223,0,0,TRUE,"pellino E3 ubiquitin protein ligase 1%2C transcript variant X1;transcript_id=XM_045828402.1",NA,NA
"RGS1",206.097080031938,4.24440895065155,0.104758885611655,40.5159803473447,0,0,TRUE,"regulator of G protein signaling 1;transcript_id=XM_045818193.1",NA,NA
"SKIL",889.848596728527,3.26136878302207,0.0750025661608168,43.4834293006615,0,0,TRUE,"SKI like proto-oncogene;transcript_id=XM_045851298.1",NA,NA
"TNFAIP3",2211.29835738207,4.79490220596051,0.122367230898844,39.1845281677109,0,0,TRUE,"TNF alpha induced protein 3%2C transcript variant X2;transcript_id=XM_045843931.1",NA,NA
"TRIB1",476.938328760385,3.03481556893621,0.0743422599339166,40.8222129867168,0,0,TRUE,"tribbles pseudokinase 1;transcript_id=XM_045861362.1",NA,NA
"IL1A",919.608914886655,7.86604073711307,0.211334374338283,37.2208296058922,3.14188987070371e-303,3.14051529388527e-300,TRUE,"interleukin 1 alpha;transcript_id=XM_045828373.1",NA,NA
"FAS",930.040629407691,1.50828789676518,0.0414936339828586,36.3498626653976,2.64083935349478e-289,2.48440845767306e-286,TRUE,"Fas cell surface death receptor;transcript_id=XM_045854694.1",NA,NA
"SLC2A6",156.613354442212,3.2137459067779,0.0888303225392242,36.1784784171962,1.32732809689865e-286,1.17933101409445e-283,TRUE,"solute carrier family 2 member 6;transcript_id=XM_045846078.1",NA,NA
"MEFV",145.239746186102,4.61526269292257,0.127917062881135,36.0801177651432,4.6506291238507e-285,3.91460587251285e-282,TRUE,"MEFV innate immuity regulator%2C pyrin;transcript_id=XM_045820860.1",NA,NA
"SGK1",203.105110447887,3.13621927900534,0.0872444036021989,35.9475123849238,5.53523697363171e-283,4.4262522459646e-280,TRUE,"serum/glucocorticoid regulated kinase 1%2C transcript variant X3;transcript_id=XM_045843349.1",NA,NA
"CLEC12A",469.49182594942,2.48035076402141,0.0691101962803936,35.889794813462,4.40742737522858e-282,3.35657076247765e-279,TRUE,"C-type lectin domain family 12 member A%2C transcript variant X2;transcript_id=XM_045839721.1",NA,NA
"CXCR4",1411.90482509236,2.01045290884976,0.0568439354484402,35.3679401855158,5.31388943470343e-274,3.86295607860054e-271,TRUE,"C-X-C motif chemokine receptor 4;transcript_id=XM_045826034.1",NA,NA
"LOC123827073",874.272680114421,2.51667350318181,0.0714279348515161,35.2337430504389,6.0874003654657e-272,4.23286061064752e-269,TRUE,"SAM domain-containing protein SAMSN-1 isoform X1","SAMSN1","SAM domain"
"VCL",453.379854408749,-1.55480320528879,0.0443602561880228,-35.049464067536,3.97315406895577e-269,2.6476105427004e-266,TRUE,"vinculin%2C transcript variant X2;transcript_id=XM_045842222.1",NA,NA
"CSF2RA",371.643011550286,2.4491833924035,0.0705426495500631,34.7191863082113,4.04549501654422e-264,2.58798407198367e-261,TRUE,"colony stimulating factor 2 receptor subunit alpha%2C transcript variant X1;transcript_id=XM_045856003.1",NA,NA
"GAS7",1560.46559590714,3.80534382704445,0.110565983829704,34.4169490040041,1.40658779678874e-259,8.65213793617015e-257,TRUE,"growth arrest specific 7%2C transcript variant X1;transcript_id=XM_045824043.1",NA,NA
"LOC123817384",671.473698747886,7.60344274024017,0.22172012262623,34.2929755323014,9.98703885678349e-258,5.91565601616809e-255,TRUE,"C-C motif chemokine 4","CCL4","C-C motif chemokine ligand 4"
"MAP3K8",512.670126217474,2.7172104426093,0.0793374689696377,34.2487664138765,4.54976617830952e-257,2.59872894606086e-254,TRUE,"mitogen-activated protein kinase kinase kinase 8%2C transcript variant X1;transcript_id=XM_045857944.1",NA,NA
"IER3",221.488164439075,4.2899205757321,0.127300576468206,33.6991449273093,5.94982190087072e-249,3.28122419519398e-246,TRUE,"immediate early response 3;transcript_id=XM_045826111.1",NA,NA
"BTG2",1032.05022875519,2.34026147608007,0.0696023587611818,33.623306993229,7.65855287785171e-248,4.08277453918275e-245,TRUE,"BTG anti-proliferation factor 2;transcript_id=XM_045841615.1",NA,NA
"GGH",228.215286535339,2.88225859993512,0.0860380827836408,33.4998003986573,4.85204161098737e-246,2.50318391885552e-243,TRUE,"gamma-glutamyl hydrolase;transcript_id=XM_045861587.1",NA,NA
"NFKBIA",2320.93629759129,2.31797744946598,0.0696004757426698,33.3040460533074,3.37388881914775e-243,1.68620637139469e-240,TRUE,"NFKB inhibitor alpha;transcript_id=XM_045848548.1",NA,NA
"FAM102A",464.848733200593,2.27245676991158,0.0683936102965763,33.2261560700992,4.51243257618194e-242,2.18688891487509e-239,TRUE,"family with sequence similarity 102 member A;transcript_id=XM_045846146.1",NA,NA
"BIRC3",535.388913062945,2.02950411228624,0.0614321607254434,33.036508700331,2.43042196240707e-239,1.14322760131695e-236,TRUE,"baculoviral IAP repeat containing 3%2C transcript variant X2;transcript_id=XM_045818107.1",NA,NA
"ICOSLG",152.689629497076,3.63710173733,0.11336312402735,32.0836406771263,7.45678772264027e-226,3.40732588709102e-223,TRUE,"inducible T cell costimulator ligand%2C transcript variant X3;transcript_id=XM_045852579.1",NA,NA
"STEAP4",1174.61491874442,2.2284527893342,0.0696333122348666,32.0026825927487,1.00062935275982e-224,4.44529589963549e-222,TRUE,"STEAP4 metalloreductase;transcript_id=XM_045827147.1",NA,NA
"IER5",259.449660796176,1.65862458056826,0.0520425653293455,31.8705384731103,6.83740980798638e-223,2.95542419078719e-220,TRUE,"immediate early response 5;transcript_id=XM_045838528.1",NA,NA
"GADD45B",143.850824431059,2.74919749024114,0.0876397592015966,31.3692953436487,5.30898325157146e-216,2.23438339848375e-213,TRUE,"growth arrest and DNA damage inducible beta;transcript_id=XM_045831323.1",NA,NA
"CD14",585.070471451212,4.22126944933374,0.135283582885406,31.203116884548,9.66609544072667e-214,3.96384267650107e-211,TRUE,"CD14 molecule;transcript_id=XM_045830203.1",NA,NA
"CXCL8",1019.54457624761,5.25246710884033,0.169929520064329,30.9096801241593,8.85340500706943e-210,3.53981265695154e-207,TRUE,"C-X-C motif chemokine ligand 8;transcript_id=XM_045858037.1",NA,NA
"LOC123831238",612.434275682894,8.56986959946491,0.278505897578911,30.7708729831718,6.4299964977756e-208,2.5081691216811e-205,TRUE,"growth-regulated protein homolog","CXCL2","C-X-C motif chemokine ligand 2"
"CLEC4E",605.92513518955,2.02925038077544,0.0662323352936953,30.6383637505321,3.77634170446157e-206,1.43797697332033e-203,TRUE,"C-type lectin domain family 4 member E%2C transcript variant X1;transcript_id=XM_045839716.1",NA,NA
"BCL3",279.837592907977,2.55404992238698,0.0834233009341356,30.6155461817971,7.60139531016887e-206,2.82718872547746e-203,TRUE,"BCL3 transcription coactivator;transcript_id=XM_045845206.1",NA,NA
"PALM2AKAP2",425.031517567182,2.30781530354133,0.0754285287510053,30.5960535324716,1.38122446077462e-205,5.02043700026558e-203,TRUE,"PALM2 and AKAP2 fusion%2C transcript variant X1;transcript_id=XM_045840285.1",NA,NA
"PIK3AP1",1191.15065370968,2.64073853223663,0.0864870512301825,30.5333399008875,9.41064023651715e-205,3.3445415400582e-202,TRUE,"phosphoinositide-3-kinase adaptor protein 1%2C transcript variant X1;transcript_id=XM_045854501.1",NA,NA
"NCF4",284.70704073124,1.63810380289235,0.0536531421979952,30.5313675170651,9.99541983553302e-205,3.47514672673216e-202,TRUE,"neutrophil cytosolic factor 4;transcript_id=XM_045834897.1",NA,NA
"NFKB2",849.114149090676,4.23609577305912,0.138793700320193,30.5208072361107,1.38023136657834e-204,4.69660430759307e-202,TRUE,"nuclear factor kappa B subunit 2%2C transcript variant X1;transcript_id=XM_045853774.1",NA,NA
"FGR",1330.0604756364,1.94456177899265,0.063918706581944,30.422420649262,2.77565296050512e-203,9.24812870778298e-201,TRUE,"FGR proto-oncogene%2C Src family tyrosine kinase%2C transcript variant X3;transcript_id=XM_045859505.1",NA,NA
"BMF",225.56690003937,3.03790495498202,0.10046956095031,30.2370680855716,7.71764881413853e-201,2.5189460711126e-198,TRUE,"Bcl2 modifying factor%2C transcript variant X2;transcript_id=XM_045823208.1",NA,NA
"THEMIS2",569.67716244175,1.81460600627808,0.0602551945987668,30.1153455459128,3.05105985787232e-199,9.7591200613904e-197,TRUE,"thymocyte selection associated family member 2;transcript_id=XM_045860017.1",NA,NA
"MAPKAPK2",378.405290859712,1.44408443765846,0.0487460711056313,29.6246324043053,7.19917646733891e-193,2.25757704396375e-190,TRUE,"MAPK activated protein kinase 2;transcript_id=XM_045841565.1",NA,NA
"KIAA1549L",326.398809930983,2.82378502178587,0.096571585617874,29.2403298933017,5.95984744347653e-188,1.83299692622154e-185,TRUE,"KIAA1549 like%2C transcript variant X1;transcript_id=XM_045825250.1",NA,NA
"NFE2L2",911.626849737445,1.81385419331398,0.0622208114756404,29.1518890592436,7.90590698672226e-187,2.38564472525753e-184,TRUE,"NFE2 like bZIP transcription factor 2%2C transcript variant X1;transcript_id=XM_045850395.1",NA,NA
"JUNB",659.486488206248,2.16571964581947,0.0752533628371728,28.7790414164677,3.9244726551675e-182,1.16229798470544e-179,TRUE,"JunB proto-oncogene%2C AP-1 transcription factor subunit;transcript_id=XM_045853135.1",NA,NA
"ICAM1",233.705522173562,5.02412016249431,0.176615131418245,28.4467141753365,5.35117886101064e-178,1.55602551862079e-175,TRUE,"intercellular adhesion molecule 1;transcript_id=XM_045853571.1",NA,NA
"REL",1038.40766074919,1.57510217183057,0.0554356989319373,28.4131381434271,1.3916276109762e-177,3.97433935398972e-175,TRUE,"REL proto-oncogene%2C NF-kB subunit%2C transcript variant X2;transcript_id=XM_045828453.1",NA,NA
"TNF",117.519698402975,4.89098033024354,0.172709299377864,28.3191486958833,2.00834764483554e-176,5.63500068137803e-174,TRUE,"tumor necrosis factor%2C transcript variant X1;transcript_id=XM_045826180.1",NA,NA
"HIF1A",652.408068540761,1.6936138892719,0.0598350888361216,28.3046941554716,3.02544264350871e-176,8.34239727545428e-174,TRUE,"hypoxia inducible factor 1 subunit alpha;transcript_id=XM_045822599.1",NA,NA
"RUBCNL",355.584863036646,2.52314587713925,0.0898437886694469,28.0836985450647,1.54947248493403e-173,4.20012092399151e-171,TRUE,"rubicon like autophagy enhancer%2C transcript variant X2;transcript_id=XM_045839269.1",NA,NA
"CCR7",227.079307824296,1.97210500145497,0.0704036967966607,28.0113842196494,1.18073868500832e-172,3.14725896488968e-170,TRUE,"C-C motif chemokine receptor 7%2C transcript variant X1;transcript_id=XM_045836912.1",NA,NA
"LOC123824769",946.613827550338,-2.2520458009526,0.0804407591867942,-27.9963270327055,1.8009888158843e-172,4.72183838236681e-170,TRUE,"NLR family apoptosis inhibitory protein%2C transcript variant X2;transcript_id=XM_045848142.1",NA,NA
"EHD1",776.429230842027,2.16513646081304,0.0777586179018653,27.8443279887708,1.26169861594528e-170,3.25457192980853e-168,TRUE,"EH domain containing 1;transcript_id=XM_045854967.1",NA,NA
"GPR84",128.705648879633,5.43846366300142,0.195820787853546,27.7726574518169,9.28201998724504e-170,2.35630707390492e-167,TRUE,"G protein-coupled receptor 84;transcript_id=XM_045829724.1",NA,NA
"CD44",2301.88081277428,1.1116619416071,0.0401747534885765,27.6706599313222,1.57478584728408e-168,3.93524219618974e-166,TRUE,"CD44 molecule (Indian blood group)%2C transcript variant X1;transcript_id=XM_045825322.1",NA,NA
"CSF1",307.732182824187,4.36888218963577,0.158884772518599,27.4971737088547,1.89771708712271e-166,4.66925990374669e-164,TRUE,"colony stimulating factor 1%2C transcript variant X3;transcript_id=XM_045817081.1",NA,NA
"MMP1",514.419848857231,-1.61842936691598,0.0594882978408161,-27.2058442695185,5.5390292181203e-163,1.3422074891727e-160,TRUE,"matrix metallopeptidase 1;transcript_id=XM_045818064.1",NA,NA
"NFKBIE",124.260471259556,2.37298016253167,0.087443114192659,27.1374159582584,3.564609541256e-162,8.50877617810555e-160,TRUE,"NFKB inhibitor epsilon;transcript_id=XM_045843185.1",NA,NA
"ZC3H12A",173.075596278762,2.91350071808701,0.107715016195991,27.048231722732,4.00684884739233e-161,9.42375494358023e-159,TRUE,"zinc finger CCCH-type containing 12A%2C transcript variant X1;transcript_id=XM_045859991.1",NA,NA
"PLAUR",99.7460569059876,3.23803164438408,0.122037879128858,26.5330048956774,4.03464692178069e-155,9.35160988696212e-153,TRUE,"plasminogen activator%2C urokinase receptor;transcript_id=XM_045845304.1",NA,NA
"NLRP3",128.787327571961,5.43526043188557,0.204871355115523,26.5301141236691,4.35674026525562e-155,9.95390672317616e-153,TRUE,"NLR family pyrin domain containing 3%2C transcript variant X4;transcript_id=XM_045850605.1",NA,NA
"SNN",957.80917147848,2.18651782099309,0.0827383226768911,26.4269053354134,6.72505927577084e-154,1.51484328165356e-151,TRUE,"stannin%2C transcript variant X1;transcript_id=XM_045819352.1",NA,NA
"ETS2",498.030414530374,2.49484156183905,0.0950043775644027,26.2602800607563,5.4547452761609e-152,1.21163529446724e-149,TRUE,"ETS proto-oncogene 2%2C transcription factor;transcript_id=XM_045852571.1",NA,NA
"HSPA5",448.534861179427,1.5841728410117,0.0606749211672567,26.1091866381625,2.86741323187545e-150,6.28199175580604e-148,TRUE,"heat shock protein family A (Hsp70) member 5;transcript_id=XM_045846160.1",NA,NA
"TGFBI",291.87194548876,-2.31956885486545,0.0888756119897066,-26.0990479045489,3.7376619389529e-150,8.07789559319915e-148,TRUE,"transforming growth factor beta induced;transcript_id=XM_045828831.1",NA,NA
"MTHFD2L",58.6358413111382,2.95635920282964,0.113524049856648,26.0416995919611,1.67056257534519e-149,3.56230763566608e-147,TRUE,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like%2C transcript variant X1;transcript_id=XM_045857904.1",NA,NA
"HCAR2",213.828373204004,5.96562517862156,0.230626179247411,25.867077181302,1.56348353666609e-147,3.29010423709221e-145,TRUE,"hydroxycarboxylic acid receptor 2;transcript_id=XM_045843457.1",NA,NA
"LOC123808896",299.422959601595,1.52489648768659,0.0589816924608828,25.8537255216594,2.20937663466946e-147,4.58890396341152e-145,TRUE,"E3 ubiquitin-protein ligase RNF4-like;transcript_id=XM_045823806.1",NA,NA
"NR4A3",169.327499450378,5.89506631520684,0.228992031754903,25.7435434326226,3.80734035449791e-146,7.80651208839552e-144,TRUE,"nuclear receptor subfamily 4 group A member 3;transcript_id=XM_045840671.1",NA,NA
"BAZ2B",500.812867017167,-1.42388860881413,0.0554464908225625,-25.6804098454274,1.93495321115266e-145,3.91717806404613e-143,TRUE,"bromodomain adjacent to zinc finger domain 2B%2C transcript variant X1;transcript_id=XM_045821942.1",NA,NA
"HNRNPH2",195.844244376592,2.3813942560071,0.0927819377064785,25.6665716935207,2.7618319053851e-145,5.521247207853e-143,TRUE,"heterogeneous nuclear ribonucleoprotein H2;transcript_id=XM_045817699.1",NA,NA
"PTPN1",641.14623315458,1.71497664270393,0.0674044395983175,25.4430813893561,8.42075052383067e-143,1.66263040898301e-140,TRUE,"protein tyrosine phosphatase non-receptor type 1;transcript_id=XM_045832914.1",NA,NA
"LOC123822738",174.103922969522,-1.84417994290333,0.0727004031985232,-25.3668461489467,5.85829709494427e-142,1.14258226145663e-139,TRUE,"arachidonate 5-lipoxygenase-activating protein","ALOX5AP","arachidonate 5-lipoxygenase activating protein"
"PDE3B",726.977803957221,1.27986247803354,0.0508232558766636,25.182614847413,6.21118569023932e-140,1.19681316559033e-137,TRUE,"phosphodiesterase 3B;transcript_id=XM_045825337.1",NA,NA
"XPO6",820.556247154225,-1.74646067741624,0.0694677553799226,-25.1405946235741,1.79091696543692e-139,3.4097779795515e-137,TRUE,"exportin 6%2C transcript variant X1;transcript_id=XM_045848967.1",NA,NA
"FOSL2",860.822453478551,2.08393748663254,0.0832015786300477,25.0468503235819,1.88940150219966e-138,3.55496449702108e-136,TRUE,"FOS like 2%2C AP-1 transcription factor subunit;transcript_id=XM_045844345.1",NA,NA
"CCDC69",151.799173585131,-1.48207705156164,0.0592365736846444,-25.0196282359563,3.73893623278987e-138,6.95311711290796e-136,TRUE,"coiled-coil domain containing 69;transcript_id=XM_045822720.1",NA,NA
"ARL5B",436.658749613116,2.08299821676927,0.0834773313948175,24.9528606385061,1.98804400191242e-137,3.6545733014466e-135,TRUE,"ADP ribosylation factor like GTPase 5B;transcript_id=XM_045857859.1",NA,NA
"SMAD7",77.7632851847749,2.29235734351597,0.0919293423981051,24.9360789897614,3.02354863828864e-137,5.49495606501708e-135,TRUE,"SMAD family member 7%2C transcript variant X2;transcript_id=XM_045850186.1",NA,NA
"CLEC4D",134.688722565288,4.01216905967074,0.161195101466558,24.890142586021,9.51327197633283e-137,1.7095029069381e-134,TRUE,"C-type lectin domain family 4 member D;transcript_id=XM_045839759.1",NA,NA
"LOC123824399",669.284419567212,1.17463019142439,0.0472505931966079,24.8595861333804,2.03687111575742e-136,3.61951997270094e-134,TRUE,"putative P2Y purinoceptor 10","P2RY10","P2Y receptor family member 10"
"LOC123832753",1243.09055368251,1.81597471778991,0.0731003401973741,24.842219788399,3.13829856268841e-136,5.5154735069314e-134,TRUE,"cytochrome b-245 heavy chain","CYBB","cytochrome b-245 beta chain"
"ALDH1B1",87.0685353959408,-2.66001611617824,0.107132243378024,-24.8292767173015,4.33036190781236e-136,7.52776934691773e-134,TRUE,"aldehyde dehydrogenase 1 family member B1;transcript_id=XM_045840900.1",NA,NA
"VMP1",373.88885326004,1.25133287828796,0.0505844240753725,24.7375135955572,4.22474280213456e-135,7.2651947994127e-133,TRUE,"vacuole membrane protein 1;transcript_id=XM_045836529.1",NA,NA
"EGR3",204.188325284246,6.04697058204426,0.244450651234642,24.7369788196634,4.28109498647583e-135,7.28378214028809e-133,TRUE,"early growth response 3%2C transcript variant X1;transcript_id=XM_045853221.1",NA,NA
"PSTPIP2",770.290551438553,2.85387697212055,0.115440658628627,24.7215929467405,6.26708051574727e-135,1.05504651250891e-132,TRUE,"proline-serine-threonine phosphatase interacting protein 2;transcript_id=XM_045850414.1",NA,NA
"TIAM2",71.5373733953037,2.0101485240318,0.0813354137028385,24.7143087189049,7.50564602909958e-135,1.25039371816031e-132,TRUE,"TIAM Rac1 associated GEF 2%2C transcript variant X2;transcript_id=XM_045842983.1",NA,NA
"NIBAN1",1983.72394827239,1.04640834868764,0.0423908021081205,24.684797093924,1.55766098871784e-134,2.56821362809943e-132,TRUE,"niban apoptosis regulator 1;transcript_id=XM_045838460.1",NA,NA
"LOC123817439",327.738621335067,8.87704365101212,0.36020182662309,24.6446380748117,4.20098525676886e-134,6.85575073586779e-132,TRUE,"C-C motif chemokine 3-like 1","CCL3L3","C-C motif chemokine ligand 3 like 3"
"LCN2",595.894392355473,5.27175245547479,0.216483590185763,24.3517416306296,5.5561919147492e-131,8.97577548409938e-129,TRUE,"lipocalin 2%2C transcript variant X2;transcript_id=XM_045846326.1",NA,NA
"SLC15A3",169.44149604731,2.08367029263148,0.086276144721238,24.1511752682495,7.25733021880889e-129,1.16066482189411e-126,TRUE,"solute carrier family 15 member 3;transcript_id=XM_045854987.1",NA,NA
"LOC123831057",103.567016370281,9.61304067520308,0.398932877704605,24.0968875027673,2.69476063289468e-128,4.26706007939452e-126,TRUE,"growth-regulated protein homolog;transcript_id=XM_045857703.1",NA,NA
"OPTN",346.115512367351,1.71288994287939,0.0712096146572543,24.0541948039441,7.54531185326475e-128,1.18306051440454e-125,TRUE,"optineurin;transcript_id=XM_045858013.1",NA,NA
"BHLHE40",239.378329518817,3.24177630976675,0.134875277254636,24.0353634539448,1.18757982355522e-127,1.84397709884647e-125,TRUE,"basic helix-loop-helix family member e40;transcript_id=XM_045857369.1",NA,NA
"CD83",60.1416884799798,3.40150517716251,0.141742463553343,23.997785080703,2.93286738040973e-127,4.51012961681661e-125,TRUE,"CD83 molecule%2C transcript variant X2;transcript_id=XM_045847172.1",NA,NA
"MRC1",66.2824336525103,-3.28629365384337,0.137208064683826,-23.9511697903188,8.98445143187351e-127,1.36846030238051e-124,TRUE,"mannose receptor C-type 1;transcript_id=XM_045857981.1",NA,NA
"N4BP1",412.174567400009,2.66046712793051,0.111512788558961,23.8579553279113,8.37329300487006e-126,1.26334033044233e-123,TRUE,"NEDD4 binding protein 1;transcript_id=XM_045818495.1",NA,NA
"ATP2A3",430.629283510779,-1.0558449727391,0.0444555411576174,-23.7505819352327,1.08363056462281e-124,1.61967323551519e-122,TRUE,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3%2C transcript variant X1;transcript_id=XM_045824669.1",NA,NA
"LOC123820457",63.0954745056814,-2.38016259652609,0.100303003389999,-23.7297240968102,1.77955051316275e-124,2.63521771824184e-122,TRUE,"granzyme B(G%2CH)-like;transcript_id=XM_045841171.1",NA,NA
"NCF2",405.590098134674,1.32351268712761,0.055841516424846,23.7012311244958,3.5018187431496e-124,5.13803551919188e-122,TRUE,"neutrophil cytosolic factor 2%2C transcript variant X2;transcript_id=XM_045838736.1",NA,NA
"PDE8A",186.256383176427,1.41894875687124,0.0598807940965379,23.6962247792449,3.94376950239921e-124,5.73388233198823e-122,TRUE,"phosphodiesterase 8A%2C transcript variant X1;transcript_id=XM_045824803.1",NA,NA
"CLEC5A",97.1311860540338,5.29565062631593,0.223513149987954,23.6927922433258,4.27854756815668e-124,6.16457759076844e-122,TRUE,"C-type lectin domain containing 5A;transcript_id=XM_045855746.1",NA,NA
"SEPTIN6",196.393471831336,-1.04834828786706,0.0444120460649892,-23.605043693168,3.42083300615377e-123,4.88476627387654e-121,TRUE,"septin 6%2C transcript variant X3;transcript_id=XM_045817495.1",NA,NA
"TRPM2",190.923898638845,3.63307070636217,0.154428989694235,23.5258335468979,2.21947376994829e-122,3.1412428321047e-120,TRUE,"transient receptor potential cation channel subfamily M member 2%2C transcript variant X4;transcript_id=XM_045852518.1",NA,NA
"PTGER4",351.741517651927,1.09564790707892,0.0468492907367412,23.3866487592237,5.84361390930087e-121,8.19797519749551e-119,TRUE,"prostaglandin E receptor 4;transcript_id=XM_045847836.1",NA,NA
"TFE3",63.2261646214036,2.0865523729408,0.0892826620301783,23.3701854928511,8.5928992047414e-121,1.19501075636025e-118,TRUE,"transcription factor binding to IGHM enhancer 3%2C transcript variant X1;transcript_id=XM_045860475.1",NA,NA
"NINJ1",60.7480115559056,2.43397293533156,0.104448657048997,23.303056296739,4.12797012045488e-120,5.69126087383059e-118,TRUE,"ninjurin 1%2C transcript variant X1;transcript_id=XM_045844829.1",NA,NA
"BAZ1A",904.791397273465,0.872666003790832,0.0375353314031488,23.2491887288259,1.44966809037039e-119,1.98158476660629e-117,TRUE,"bromodomain adjacent to zinc finger domain 1A%2C transcript variant X2;transcript_id=XM_045848534.1",NA,NA
"MFAP3L",400.744177984221,-1.24075228589722,0.0538082551459234,-23.0587719771325,1.2011311618602e-117,1.62793988742629e-115,TRUE,"microfibril associated protein 3 like%2C transcript variant X1;transcript_id=XM_045830993.1",NA,NA
"TXNRD1",561.749711562043,1.38060036928139,0.060012439433412,23.0052366195388,4.13135748900049e-117,5.55233616147772e-115,TRUE,"thioredoxin reductase 1;transcript_id=XM_045826379.1",NA,NA
"PLAGL2",231.017755342691,2.42137243279825,0.105258559577322,23.004043020554,4.24658889791887e-117,5.65964135370138e-115,TRUE,"PLAG1 like zinc finger 2%2C transcript variant X1;transcript_id=XM_045832588.1",NA,NA
"RNF24",437.366923111894,-1.97854731243635,0.0860702171485114,-22.9875952214973,6.2031624357126e-117,8.19894023424394e-115,TRUE,"ring finger protein 24%2C transcript variant X2;transcript_id=XM_045832606.1",NA,NA
"LOC123821617",681.639356119154,2.42634454023646,0.105678963994736,22.9595791680672,1.18213047461959e-116,1.54965677709764e-114,TRUE,"vascular non-inflammatory molecule 3-like","VNN1","vanin 1"
"ATP1A1",484.077801083292,1.12147084217007,0.0488519517069866,22.956520732204,1.26828645134868e-116,1.64908172491215e-114,TRUE,"ATPase Na+/K+ transporting subunit alpha 1%2C transcript variant X1;transcript_id=XM_045816385.1",NA,NA
"TLE3",986.545774832045,1.89410496192174,0.0826351437082325,22.92130051361,2.84940384736208e-116,3.67504159119852e-114,TRUE,"TLE family member 3%2C transcriptional corepressor%2C transcript variant X5;transcript_id=XM_045848454.1",NA,NA
"UGP2",318.161097268529,1.38859648751033,0.0605893646017397,22.9181556307402,3.06279026458566e-116,3.91865637612148e-114,TRUE,"UDP-glucose pyrophosphorylase 2%2C transcript variant X2;transcript_id=XM_045828435.1",NA,NA
"RNASE6",198.109835961436,-1.42269565010686,0.0623616085058545,-22.8136458342522,3.35685704346965e-115,4.2608106901754e-113,TRUE,"ribonuclease A family member k6;transcript_id=XM_045823238.1",NA,NA
"DRAM1",75.0363898466917,2.02335448396638,0.0887589202979318,22.7960691407095,5.01587022767636e-115,6.31644193316756e-113,TRUE,"DNA damage regulated autophagy modulator 1;transcript_id=XM_045826696.1",NA,NA
"RAP1GAP2",175.975572034297,-1.64709316982239,0.072436964867633,-22.7382962943325,1.8736242196674e-114,2.34100563633912e-112,TRUE,"RAP1 GTPase activating protein 2%2C transcript variant X2;transcript_id=XR_006785326.1",NA,NA
"CUNH15orf48",90.574507322446,3.06019115141084,0.134717528139636,22.7156123903855,3.14057205938288e-114,3.89357898803957e-112,TRUE,"chromosome unknown C15orf48 homolog;transcript_id=XM_045823063.1",NA,NA
"SH2B2",75.9720180244737,2.55844955026344,0.112895258817396,22.6621523088197,1.05877918707362e-113,1.3025427337591e-111,TRUE,"SH2B adaptor protein 2%2C transcript variant X5;transcript_id=XM_045819314.1",NA,NA
"NR4A2",43.2396791858549,3.80916922814006,0.168208807840943,22.6454802042352,1.54579205923252e-113,1.88716430559586e-111,TRUE,"nuclear receptor subfamily 4 group A member 2%2C transcript variant X2;transcript_id=XM_045859718.1",NA,NA
