,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,miRNA
mlu-miR-130b-5p,8.85334754162771,0.184857598530449,0.234843645361044,0.787151801558232,0.431193008253027,0.685924191346399,FALSE,mlu-miR-130b-5p
mmu-miR-130b-5p,8.85334754162771,0.184857598530449,0.234843645361044,0.787151801558232,0.431193008253027,0.685924191346399,FALSE,mmu-miR-130b-5p
mmy-can-495,10993.3444182758,0.128872008566911,0.164905200100032,0.7814914780658,0.434513486958697,0.68893256813846,FALSE,mmy-can-495
mlu-miR-99A-3p,6.29937721869933,-0.187490713835179,0.240697068094314,-0.778948889239122,0.436009823117739,0.689038474566394,FALSE,mlu-miR-99A-3p
mmy-can-491,43.2133183708167,-0.23596928667012,0.306674276451744,-0.769445971798845,0.441628606495599,0.69345081710456,FALSE,mmy-can-491
pha-miR-145,2.51222782823119,-0.393583746697566,0.51647894978871,-0.762051864569853,0.44602905014309,0.69345081710456,FALSE,pha-miR-145
mmy-can-342,164703.335901507,0.0531405435307868,0.0699735037016722,0.759438083268608,0.447590539398947,0.69345081710456,FALSE,mmy-can-342
hsa-let-7f-5p,329352.167060103,0.052712081779428,0.0700087871731743,0.752935222960497,0.451488840695447,0.69345081710456,FALSE,hsa-let-7f-5p
mlu-leT-7f-5p,329352.167060103,0.052712081779428,0.0700087871731743,0.752935222960497,0.451488840695447,0.69345081710456,FALSE,mlu-leT-7f-5p
rno-miR-146b-5p,2842.85672189731,-0.0707343757898213,0.0945884787021534,-0.74781175001825,0.454573713736793,0.69345081710456,FALSE,rno-miR-146b-5p
mlu-miR-146b-5p,2842.62097723901,-0.0706967403606579,0.0945803081350365,-0.7474784313424,0.454774817512405,0.69345081710456,FALSE,mlu-miR-146b-5p
mmu-miR-146b-5p,2842.62097723901,-0.0706967403606579,0.0945803081350365,-0.7474784313424,0.454774817512405,0.69345081710456,FALSE,mmu-miR-146b-5p
hsa-miR-146b-5p,2842.6017729148,-0.070677665198097,0.09458092893877,-0.747271844240951,0.454899484485975,0.69345081710456,FALSE,hsa-miR-146b-5p
mmy-can-363,2842.02779664977,-0.0706796986880975,0.0945992468798451,-0.747148640388978,0.454973842197784,0.69345081710456,FALSE,mmy-can-363
pha-miR-187,0.51412480534138,-0.732722270063487,0.98157262916341,-0.74647789505702,0.455378779862301,NA,FALSE,pha-miR-187
mlu-miR-187-3p,12.6812889679446,-0.157821793695691,0.211516967956057,-0.746142473678421,0.455581354173395,0.69345081710456,FALSE,mlu-miR-187-3p
pha-miR-137,8.52443924997361,-0.186471778130324,0.250183508612092,-0.745340007280207,0.456066201290758,0.69345081710456,FALSE,pha-miR-137
mmy-can-445,1.18868382018541,0.46671513614339,0.626203022225081,0.745309619370753,0.456084567250233,NA,FALSE,mmy-can-445
pha-miR-1110,0.60483087847432,0.796981251478983,1.07410056153293,0.741998729003133,0.45808810566404,NA,FALSE,pha-miR-1110
mmy-can-376,744.437474641389,0.135967413526278,0.183325173669302,0.741673447267793,0.45828521132585,0.69463355930522,FALSE,mmy-can-376
mlu-miR-18b-3p,0.491803322076023,0.611269826248859,0.824367011535864,0.741502046655182,0.458389091289192,NA,FALSE,mlu-miR-18b-3p
pha-miR-112,69.8546223314495,0.20077923753297,0.273863845026866,0.733135246506431,0.463475944625339,0.700299076205058,FALSE,pha-miR-112
pha-miR-129,17.0068401045687,-0.636861490517913,0.886188569665019,-0.71865234140703,0.472355154792842,0.711484951906718,FALSE,pha-miR-129
mmy-can-364,2153.48594400164,-0.07688668168778,0.109185719293278,-0.704182581618195,0.481319076989243,0.722728333672322,FALSE,mmy-can-364
pha-miR-1102,0.617962356178589,0.582146201454997,0.838575434341488,0.694208508399893,0.487551457545842,NA,FALSE,pha-miR-1102
mmy-can-365,99904.6261364579,0.073713773708507,0.106204208931831,0.694075822887785,0.487634659740993,0.726382876028711,FALSE,mmy-can-365
mmu-miR-15b-5p,99963.6029294614,0.0736968367412642,0.106219461842317,0.693816702354107,0.487797166772662,0.726382876028711,FALSE,mmu-miR-15b-5p
hsa-miR-98-5p,8003.56811624353,0.0603631983204007,0.0872625641269543,0.691742202676752,0.489099238815178,0.726382876028711,FALSE,hsa-miR-98-5p
mmy-can-367,8001.48321671828,0.060271141364174,0.0872663607371025,0.690657211496949,0.489780984874131,0.726382876028711,FALSE,mmy-can-367
hsa-miR-378d,0.994637603466313,0.633821126266804,0.919131359660438,0.689587097214223,0.490453883747861,NA,FALSE,hsa-miR-378d
mlu-miR-149-5p,1.742530821334,0.374087642439685,0.54471349689414,0.686760369575321,0.492233747218895,NA,FALSE,mlu-miR-149-5p
mmu-miR-149-5p,1.742530821334,0.374087642439685,0.54471349689414,0.686760369575321,0.492233747218895,NA,FALSE,mmu-miR-149-5p
hsa-miR-30a-5p,6.15969341345652,-0.20743231899524,0.306330097293197,-0.677152917157535,0.498308937125783,0.732271060044595,FALSE,hsa-miR-30a-5p
mlu-miR-30A-5p,6.15969341345652,-0.20743231899524,0.306330097293197,-0.677152917157535,0.498308937125783,0.732271060044595,FALSE,mlu-miR-30A-5p
mmy-can-483,6.15969341345652,-0.20743231899524,0.306330097293197,-0.677152917157535,0.498308937125783,0.732271060044595,FALSE,mmy-can-483
mmy-can-475,48.8469548907502,-0.105278236288978,0.157179034862533,-0.669798210563217,0.502986434461144,0.736898058997786,FALSE,mmy-can-475
pha-miR-159,0.775095672574854,-0.490261973401971,0.733246142641943,-0.668618550975963,0.503738835800363,NA,FALSE,pha-miR-159
hsa-miR-24-1-5p,4.42163893408797,0.214208322853279,0.333780753532412,0.641763554627716,0.521026716645846,0.754158791060954,FALSE,hsa-miR-24-1-5p
mlu-miR-24-1-5p,4.42163893408797,0.214208322853279,0.333780753532412,0.641763554627716,0.521026716645846,0.754158791060954,FALSE,mlu-miR-24-1-5p
mmu-miR-24-1-5p,4.42163893408797,0.214208322853279,0.333780753532412,0.641763554627716,0.521026716645846,0.754158791060954,FALSE,mmu-miR-24-1-5p
rno-miR-24-1-5p,4.42163893408797,0.214208322853279,0.333780753532412,0.641763554627716,0.521026716645846,0.754158791060954,FALSE,rno-miR-24-1-5p
hsa-miR-382-5p,0.238699023824586,-1.47244417071697,2.29959737332053,-0.6403052063809,0.521974196612272,NA,FALSE,hsa-miR-382-5p
mlu-miR-382-5p,0.238699023824586,-1.47244417071697,2.29959737332053,-0.6403052063809,0.521974196612272,NA,FALSE,mlu-miR-382-5p
rno-miR-450a-5p,0.688691636951924,0.535656272118429,0.840971776754659,0.636949166338907,0.524157955708514,NA,FALSE,rno-miR-450a-5p
hsa-miR-499a-5p,0.738165826690174,-0.462560685633215,0.727170424502104,-0.636110422051242,0.524704453036454,NA,FALSE,hsa-miR-499a-5p
mlu-miR-499-5p,0.738165826690174,-0.462560685633215,0.727170424502104,-0.636110422051242,0.524704453036454,NA,FALSE,mlu-miR-499-5p
mmy-can-477,0.738165826690174,-0.462560685633215,0.727170424502104,-0.636110422051242,0.524704453036454,NA,FALSE,mmy-can-477
mmu-miR-24-2-5p,1.34992127802979,-0.391106040683615,0.618741055651505,-0.632099708127173,0.527321725919187,NA,FALSE,mmu-miR-24-2-5p
hsa-miR-196b-5p,49.1963916602198,0.109583037956721,0.173758124412734,0.630664254273515,0.528260076230167,0.757801656973037,FALSE,hsa-miR-196b-5p
mlu-miR-196b-5p,49.1963916602198,0.109583037956721,0.173758124412734,0.630664254273515,0.528260076230167,0.757801656973037,FALSE,mlu-miR-196b-5p
mmy-can-399,49.1963916602198,0.109583037956721,0.173758124412734,0.630664254273515,0.528260076230167,0.757801656973037,FALSE,mmy-can-399
mmy-can-143,0.793837145177044,0.499787397585885,0.806246769456857,0.61989382968018,0.53532768837125,NA,FALSE,mmy-can-143
mlu-miR-132-3p,46.528263526267,0.178517726312848,0.291968372794224,0.611428301649182,0.540916070992682,0.773654439817426,FALSE,mlu-miR-132-3p
mmu-miR-28b,0.645630493837212,0.533872874805842,0.875549139941907,0.609757751393901,0.542022292010867,NA,FALSE,mmu-miR-28b
mmu-miR-99b-5p,19.0063228535848,0.19631815787818,0.33006428943908,0.594787634287273,0.551985434369015,0.785725396406404,FALSE,mmu-miR-99b-5p
pha-miR-17,118.629973818656,0.102931713643245,0.17333103277143,0.593844691267608,0.552615994567989,0.785725396406404,FALSE,pha-miR-17
mmy-can-401,36.6689124741634,-0.0944984068438827,0.16170904631285,-0.584373039100493,0.558969361731578,0.792421271631237,FALSE,mmy-can-401
mmy-can-350,30634.1669251897,0.0389491202915417,0.0672529317080366,0.579143827671789,0.562492129380108,0.793643649825977,FALSE,mmy-can-350
hsa-miR-26a-5p,61284.2072665151,0.0388886125273228,0.0672573140634225,0.578206445928713,0.563124747386896,0.793643649825977,FALSE,hsa-miR-26a-5p
hsa-miR-628-5p,16.7230856832362,-0.117245947340877,0.205702343510721,-0.569978665968705,0.568692167958048,0.797407119997152,FALSE,hsa-miR-628-5p
pha-miR-1101,0.746808110835223,-0.542688479924758,0.95437542885301,-0.568632074462534,0.569605853222458,NA,FALSE,pha-miR-1101
pha-miR-138,5.78477735209694,0.18266027452283,0.324345921768567,0.563165010760224,0.573322526145395,0.797407119997152,FALSE,pha-miR-138
mmy-can-467,37.2724212718087,0.104173950740097,0.185028907785155,0.563014460751493,0.573425037024891,0.797407119997152,FALSE,mmy-can-467
pha-miR-170,1.16360295096843,-0.349586580316306,0.623362545528486,-0.560807804100465,0.574928565993361,NA,FALSE,pha-miR-170
pha-miR-135,3.90681063648161,-0.190079480033617,0.340502333013597,-0.558232533537521,0.576685607881184,0.797407119997152,FALSE,pha-miR-135
mmu-miR-124b-3p,0.981916930656051,-0.369321332816796,0.662083760098646,-0.557816631481444,0.576969604608757,NA,FALSE,mmu-miR-124b-3p
pha-miR-132,11.8702197246775,-0.109521865075237,0.196782424339571,-0.556563247164004,0.577825870470164,0.797407119997152,FALSE,pha-miR-132
mlu-miR-330-5p,114.208904295457,0.056495090655548,0.101829275669613,0.554802047682704,0.579030066387973,0.797407119997152,FALSE,mlu-miR-330-5p
mmy-can-398,114.208904295457,0.056495090655548,0.101829275669613,0.554802047682704,0.579030066387973,0.797407119997152,FALSE,mmy-can-398
rno-miR-330-5p,114.208904295457,0.056495090655548,0.101829275669613,0.554802047682704,0.579030066387973,0.797407119997152,FALSE,rno-miR-330-5p
hsa-miR-132-5p,0.508910535649904,0.564608113192924,1.02614794519997,0.550220965538159,0.582167825240061,NA,FALSE,hsa-miR-132-5p
mlu-miR-132-5p,0.508910535649904,0.564608113192924,1.02614794519997,0.550220965538159,0.582167825240061,NA,FALSE,mlu-miR-132-5p
mmu-miR-132-5p,0.508910535649904,0.564608113192924,1.02614794519997,0.550220965538159,0.582167825240061,NA,FALSE,mmu-miR-132-5p
hsa-miR-7977,4.56850697119583,0.179959273244329,0.330955543602082,0.543756636573216,0.586608952646989,0.803333665845831,FALSE,hsa-miR-7977
pha-miR-1100,0.598731909702465,0.631108003612638,1.16536744228185,0.541552801901601,0.58812661360775,NA,FALSE,pha-miR-1100
mlu-miR-30C-1-3p,11.0310356052689,0.150062563417065,0.278692997210774,0.538451144876,0.590265625074397,0.803333665845831,FALSE,mlu-miR-30C-1-3p
mlu-miR-106b-3p,3030.92061514975,-0.0493526585822831,0.0919252553418541,-0.536878123413953,0.591351803183388,0.803333665845831,FALSE,mlu-miR-106b-3p
rno-miR-497-5p,126.047713332796,-0.0757735834579072,0.141176606772764,-0.536729031742995,0.591454799267001,0.803333665845831,FALSE,rno-miR-497-5p
rno-miR-103-2-5p,2.84571682434628,-0.226319480930931,0.422588475013294,-0.535555260762403,0.592265956013608,0.803333665845831,FALSE,rno-miR-103-2-5p
pha-miR-168,1.50586941838945,0.30526466660804,0.571575478963064,0.53407586196987,0.593289049148619,NA,FALSE,pha-miR-168
hsa-miR-497-5p,126.069883440433,-0.0752405613238654,0.140896893748718,-0.53401149820984,0.593333578923477,0.803333665845831,FALSE,hsa-miR-497-5p
hsa-miR-1271-5p,34.7445916955264,-0.141417333034127,0.266541107005914,-0.530564814645979,0.595720383406099,0.804305951825602,FALSE,hsa-miR-1271-5p
hsa-miR-378c,4.05764347874667,0.208720922480562,0.396606537948227,0.526266973712392,0.598702726313451,0.806074620343809,FALSE,hsa-miR-378c
hsa-miR-7-5p,962.100818962022,-0.088325314337875,0.169302716657439,-0.521700514213185,0.601878866599509,0.806877037930705,FALSE,hsa-miR-7-5p
mmy-can-442,3.57343652569156,-0.186297438468759,0.357852682754703,-0.520598132825681,0.602646750321689,0.806877037930705,FALSE,mmy-can-442
mlu-miR-7A-5p,641.77631200251,-0.0872448607408711,0.169342567329817,-0.515197461078702,0.606415043033873,0.807415271775687,FALSE,mlu-miR-7A-5p
rno-miR-7a-5p,641.77631200251,-0.0872448607408711,0.169342567329817,-0.515197461078702,0.606415043033873,0.807415271775687,FALSE,rno-miR-7a-5p
mmu-miR-125b-5p,4095.81982641437,-0.135718637943972,0.266350224776819,-0.509549552877959,0.610367073972631,0.807415271775687,FALSE,mmu-miR-125b-5p
mmy-can-371,86540.6463657716,0.0482237426400339,0.0946942243570986,0.509257486055102,0.610571753462866,0.807415271775687,FALSE,mmy-can-371
mmy-can-417,2047.12252307114,-0.13504321216222,0.266368720435642,-0.50697849184904,0.612169909918035,0.807415271775687,FALSE,mmy-can-417
mmu-miR-138-5p,102.573548556593,-0.0820234997129152,0.162212696977371,-0.505654003917818,0.613099563215563,0.807415271775687,FALSE,mmu-miR-138-5p
hsa-miR-500a-5p,151.031197615235,-0.0443863664231355,0.0882186683133445,-0.503140290731654,0.614865641141628,0.807534711254128,FALSE,hsa-miR-500a-5p
rno-miR-339-5p,38.2528488281284,-0.0781139109423534,0.156849443980826,-0.498018411540575,0.618471065169645,0.808769864611119,FALSE,rno-miR-339-5p
mmy-can-509,0.970766626328707,-0.333964113030642,0.670652709443695,-0.497968782244486,0.618506045682901,NA,FALSE,mmy-can-509
mmy-can-377,320.994330375224,-0.0843328379174196,0.169670678478248,-0.497038372651002,0.61916199178735,0.808769864611119,FALSE,mmy-can-377
mmy-can-465,26.9448416712859,-0.0979116174008328,0.197937791832991,-0.494658531320008,0.620841178276578,0.808771480890028,FALSE,mmy-can-465
mlu-miR-92b-3p,30.1622593774467,0.14837295538134,0.307364344835189,0.482726633308423,0.629289849954362,0.813269396638427,FALSE,mlu-miR-92b-3p
hsa-miR-484,4553.19878451283,-0.0938208843257945,0.195818516578336,-0.479121617123792,0.631852112011003,0.813269396638427,FALSE,hsa-miR-484
mlu-miR-330-3p,162.520956771924,0.0601772631831073,0.126368757408951,0.476203647301549,0.633929301320822,0.813269396638427,FALSE,mlu-miR-330-3p
hsa-miR-128-1-5p,12.2648597852748,-0.114820983453161,0.241464929695829,-0.475518260965682,0.634417620614208,0.813269396638427,FALSE,hsa-miR-128-1-5p
mlu-miR-128-1-5p,12.2648597852748,-0.114820983453161,0.241464929695829,-0.475518260965682,0.634417620614208,0.813269396638427,FALSE,mlu-miR-128-1-5p
mmu-miR-128-1-5p,12.2648597852748,-0.114820983453161,0.241464929695829,-0.475518260965682,0.634417620614208,0.813269396638427,FALSE,mmu-miR-128-1-5p
rno-miR-532-5p,4.41628395211085,-0.142560498161283,0.303353016412863,-0.46994916960792,0.638391333805581,0.815942183770864,FALSE,rno-miR-532-5p
mmu-miR-378c,4.22584969184455,0.170472984496561,0.364371388015676,0.467855024031763,0.639888268600387,0.815942183770864,FALSE,mmu-miR-378c
hsa-miR-371b-5p,1.25490418299467,-0.30957986015137,0.662091141761139,-0.467578918708833,0.640085743494918,NA,FALSE,hsa-miR-371b-5p
mmy-can-476,24.8963821167845,-0.135203235996108,0.292738355354462,-0.461856922822419,0.644183927215333,0.818343493495131,FALSE,mmy-can-476
mmy-can-408,245.784471686084,0.0715921977589934,0.155932758891572,0.459122241329515,0.646146385761233,0.818343493495131,FALSE,mmy-can-408
pha-miR-116,26.6141028106461,0.123606955611994,0.271761973656796,0.45483536180119,0.649227688006684,0.818343493495131,FALSE,pha-miR-116
mmy-can-459,24.4544125665686,0.159507729702618,0.351212010515109,0.454163653084285,0.649711041627938,0.818343493495131,FALSE,mmy-can-459
hsa-miR-450a-5p,8.43508950270214,0.198712209819844,0.438270979486838,0.453400337052916,0.650260493793849,0.818343493495131,FALSE,hsa-miR-450a-5p
pha-miR-133,7.44302525403424,0.129867645880659,0.291989339217427,0.444768450206856,0.656487096623139,0.822964851807989,FALSE,pha-miR-133
rno-miR-338-5p,19.0510655647054,-0.136434106690317,0.307576100730528,-0.443578374152836,0.657347443871527,0.822964851807989,FALSE,rno-miR-338-5p
hsa-miR-4443,0.985520183817723,0.343458386559049,0.777466886694518,0.441765935549099,0.658658591036331,NA,FALSE,hsa-miR-4443
mlu-miR-188-5p,2.02092487466059,0.193703413326345,0.447583656112474,0.432775885984695,0.665177593453685,0.82846408280278,FALSE,mlu-miR-188-5p
mmu-miR-188-5p,2.02092487466059,0.193703413326345,0.447583656112474,0.432775885984695,0.665177593453685,0.82846408280278,FALSE,mmu-miR-188-5p
mmy-can-532,0.160652753523532,1.08216234325999,2.51466188426172,0.430341092785803,0.666947539220345,NA,FALSE,mmy-can-532
pha-miR-12,174.084721150945,0.0602367262120331,0.140028241015197,0.430175554411882,0.667067942957085,0.828677186869369,FALSE,pha-miR-12
rno-miR-450b-5p,8.3945517351071,0.18904884005337,0.444676357675408,0.425138051057273,0.670736040716921,0.831091957906313,FALSE,rno-miR-450b-5p
mmu-miR-411-5p,0.299744508745343,-0.605523777412449,1.43894617304546,-0.420810582602187,0.673893403411934,NA,FALSE,mmu-miR-411-5p
pha-miR-178,0.299744508745343,-0.605523777412449,1.43894617304546,-0.420810582602187,0.673893403411934,NA,FALSE,pha-miR-178
mlu-miR-365-3p,125.681346831168,-0.105268136442195,0.258842172966059,-0.406688505338727,0.684236783952877,0.845209130387501,FALSE,mlu-miR-365-3p
hsa-miR-4523,4.49061477601812,-0.1416105314435,0.353002357213151,-0.401160299782339,0.68830210773328,0.845209130387501,FALSE,hsa-miR-4523
mmu-miR-205-5p,2.72516856159636,0.17668534778124,0.443271991799052,0.398593529593758,0.69019272999876,0.845209130387501,FALSE,mmu-miR-205-5p
rno-miR-205,2.72516856159636,0.17668534778124,0.443271991799052,0.398593529593758,0.69019272999876,0.845209130387501,FALSE,rno-miR-205
mmu-miR-10b-5p,157.716207612008,0.110460343242349,0.277791257480038,0.397637939524742,0.690897089984803,0.845209130387501,FALSE,mmu-miR-10b-5p
pha-miR-13,247.012781567681,0.0582334866232227,0.147966466738961,0.393558675196028,0.69390689624916,0.845557493961065,FALSE,pha-miR-13
pha-miR-154,1.83308600501531,-0.195185148057081,0.502805107167139,-0.38819245324849,0.697873617572877,NA,FALSE,pha-miR-154
hsa-miR-92a-2-5p,0.687541367764681,0.345909634478949,0.89133570618324,0.388080082598909,0.697956770927105,NA,FALSE,hsa-miR-92a-2-5p
pha-miR-18,68.1092786029315,0.0630966143328723,0.162672969033932,0.387873994724416,0.698109283678404,0.845557493961065,FALSE,pha-miR-18
mmy-can-370,157.551106181846,0.107569627876643,0.277418005974357,0.387752869532868,0.698198926548763,0.845557493961065,FALSE,mmy-can-370
rno-miR-10b-5p,157.551106181846,0.107569627876643,0.277418005974357,0.387752869532868,0.698198926548763,0.845557493961065,FALSE,rno-miR-10b-5p
mlu-miR-423-3p,420.151626415259,0.0698049999896655,0.181306337267241,0.385011362767616,0.700228996994296,0.845890668048247,FALSE,mlu-miR-423-3p
hsa-miR-96-5p,1.10067620891292,-0.34696999193342,0.904419836314405,-0.383638193239276,0.701246628022812,NA,FALSE,hsa-miR-96-5p
mlu-miR-96-5p,1.10067620891292,-0.34696999193342,0.904419836314405,-0.383638193239276,0.701246628022812,NA,FALSE,mlu-miR-96-5p
mmy-can-488,0.736326405750319,0.351768003406549,0.917242113647154,0.383506162847062,0.701344501635411,NA,FALSE,mmy-can-488
mmy-can-443,1.160376535049,-0.221823675680456,0.582942150816953,-0.380524337397092,0.70355623422455,NA,FALSE,mmy-can-443
mlu-miR-27b-5p,3.52013550825549,0.148830659806958,0.394420987571498,0.377339605387959,0.705921242946546,0.846403082338893,FALSE,mlu-miR-27b-5p
mmu-miR-27b-5p,3.52013550825549,0.148830659806958,0.394420987571498,0.377339605387959,0.705921242946546,0.846403082338893,FALSE,mmu-miR-27b-5p
rno-miR-27b-5p,3.52013550825549,0.148830659806958,0.394420987571498,0.377339605387959,0.705921242946546,0.846403082338893,FALSE,rno-miR-27b-5p
pha-miR-155,0.893991034734816,-0.257706105588239,0.688863882659265,-0.37410308781671,0.70832762148316,NA,FALSE,pha-miR-155
pha-miR-122,12.4352988925096,-0.090436129549768,0.244199590581812,-0.370336941738115,0.711131451895766,0.850534391597417,FALSE,pha-miR-122
hsa-miR-500b-5p,141.654730524933,-0.0327107298620903,0.0899212437088522,-0.363770878970506,0.716029110156781,0.854272354196951,FALSE,hsa-miR-500b-5p
mmy-can-348,46127.6882947028,0.0341913249039243,0.0957282852407637,0.357170556413192,0.720964126670097,0.854437709381732,FALSE,mmy-can-348
hsa-miR-93-5p,46138.173164063,0.0341209268176013,0.095717914200288,0.356473781346759,0.72148578364806,0.854437709381732,FALSE,hsa-miR-93-5p
mlu-miR-93-5p,46138.173164063,0.0341209268176013,0.095717914200288,0.356473781346759,0.72148578364806,0.854437709381732,FALSE,mlu-miR-93-5p
mmu-miR-126b-3p,0.632108658042334,-0.275436320921381,0.794038691875497,-0.34688022603887,0.728681302713604,NA,FALSE,mmu-miR-126b-3p
mmu-miR-182-5p,0.570682377920326,-0.379820948524438,1.10292158576383,-0.34437711023798,0.730562700691135,NA,FALSE,mmu-miR-182-5p
mlu-miR-450A-5p,4.19727586755355,0.149943788004654,0.438789172951159,0.341721713405505,0.732560329832918,0.862483056446683,FALSE,mlu-miR-450A-5p
mmy-can-526,4.19727586755355,0.149943788004654,0.438789172951159,0.341721713405505,0.732560329832918,0.862483056446683,FALSE,mmy-can-526
pha-miR-166,1.90580013722362,0.185458735104628,0.543386305689522,0.341301820017885,0.732876377907737,NA,FALSE,pha-miR-166
mlu-miR-10A-3p,2.5667189518697,-0.142193903158198,0.41787606249723,-0.340277694559593,0.733647413160042,0.862483056446683,FALSE,mlu-miR-10A-3p
mmy-can-416,2.24766175184466,0.146615176216248,0.437728522624768,0.33494544823603,0.737666237509934,0.865097631337684,FALSE,mmy-can-416
mmy-can-479,2.75424977317029,0.146737832488098,0.445177753639576,0.329616274147651,0.741689924243313,0.867705202634167,FALSE,mmy-can-479
pha-miR-172,0.947882847191901,0.29191689883441,0.88719255129362,0.329034433854032,0.74212966134003,NA,FALSE,pha-miR-172
pha-miR-162,1.56572521505942,0.160007713720946,0.487276965800808,0.328371183025209,0.742631028709879,NA,FALSE,pha-miR-162
mmy-can-361,7.69719260863823,-0.119202753753679,0.366211376939283,-0.325502595659235,0.744800718444627,0.869234736780412,FALSE,mmy-can-361
mmy-can-451,1.40732815821465,-0.210887228309211,0.65628749223283,-0.321333608830069,0.747957589624533,NA,FALSE,mmy-can-451
rno-miR-335,1.40732815821465,-0.210887228309211,0.65628749223283,-0.321333608830069,0.747957589624533,NA,FALSE,rno-miR-335
mlu-miR-107-3p,13317.1875529485,-0.0304381669215717,0.0964433616105618,-0.315606656728547,0.75230108441961,0.875648678051342,FALSE,mlu-miR-107-3p
hsa-miR-379-5p,0.271612053068217,-0.415956442962405,1.33951939925514,-0.31052662857567,0.756160512935259,NA,FALSE,hsa-miR-379-5p
mlu-miR-379-5p,0.271612053068217,-0.415956442962405,1.33951939925514,-0.31052662857567,0.756160512935259,NA,FALSE,mlu-miR-379-5p
mmy-can-510,0.271612053068217,-0.415956442962405,1.33951939925514,-0.31052662857567,0.756160512935259,NA,FALSE,mmy-can-510
pha-miR-176,0.780532835270606,-0.250510605931464,0.810651603322183,-0.309023759287998,0.757303453479601,NA,FALSE,pha-miR-176
mlu-miR-1306-5p,958.989960832697,0.0347592604583363,0.114194099889623,0.304387533961331,0.760832663964066,0.875648678051342,FALSE,mlu-miR-1306-5p
mmu-miR-1306-5p,958.989960832697,0.0347592604583363,0.114194099889623,0.304387533961331,0.760832663964066,0.875648678051342,FALSE,mmu-miR-1306-5p
hsa-miR-1306-5p,958.95585878695,0.0346582938375045,0.11419576570485,0.303498939943904,0.7615096552016,0.875648678051342,FALSE,hsa-miR-1306-5p
pha-miR-149,2.18659650579355,-0.210972137181131,0.696003426043297,-0.303119394656552,0.761798874246079,0.875648678051342,FALSE,pha-miR-149
mmy-can-521,5244.21998470481,0.0281381079471057,0.0932774173763756,0.301660452642766,0.76291091879695,0.875648678051342,FALSE,mmy-can-521
pha-miR-15,240.155513308968,0.0633130183240563,0.209975268856364,0.301526073374699,0.763013370916107,0.875648678051342,FALSE,pha-miR-15
hsa-miR-26b-5p,79305.1796518278,0.0298940448253577,0.100020184727125,0.2988801201169,0.765031516037037,0.87587931289751,FALSE,hsa-miR-26b-5p
mmy-can-304,6.3616344746091,0.0819784601675002,0.278398245585682,0.294464715447605,0.768402821787856,0.877654407824043,FALSE,mmy-can-304
pha-miR-163,1.63047418062523,0.327271323094512,1.11656731844109,0.293104873919681,0.769441991451101,NA,FALSE,pha-miR-163
mmy-can-520,0.70073935134275,0.231063266027627,0.789688409556815,0.292600553878337,0.769827490355455,NA,FALSE,mmy-can-520
hsa-miR-6516-5p,0.70720432569015,-0.234212296198807,0.811591362526201,-0.288584017786717,0.77289972734107,NA,FALSE,hsa-miR-6516-5p
pha-miR-183,1.13607296843009,-0.208602974353284,0.72579396389369,-0.287413487478161,0.773795735155609,NA,FALSE,pha-miR-183
hsa-miR-27a-5p,2.5610661545836,0.106290060346694,0.374777858198771,0.283608164200355,0.776710679790279,0.885046211959608,FALSE,hsa-miR-27a-5p
mmy-can-351,1899.45974627759,-0.0270193971533464,0.0980591931651049,-0.275541703752886,0.782900090340708,0.888212931652212,FALSE,mmy-can-351
mmu-miR-503-5p,29.1585928077687,0.0580208732623071,0.21084434284408,0.275183448034049,0.783175302805374,0.888212931652212,FALSE,mmu-miR-503-5p
mmy-can-449,0.407726759079136,-0.444089716342216,1.64309688345451,-0.27027603838463,0.786947898200875,NA,FALSE,mmy-can-449
pha-miR-140,4.97978223034234,0.0926505580541388,0.343554969702493,0.269681903115449,0.787404984097449,0.890913620504625,FALSE,pha-miR-140
hsa-miR-363-5p,0.996952296301349,0.202010465469412,0.754492301531715,0.267743574134958,0.788896706587416,NA,FALSE,hsa-miR-363-5p
pha-miR-128,12.8652026965971,-0.401870679608647,1.52712239512954,-0.263155514509075,0.792430716917699,0.892586476925118,FALSE,pha-miR-128
mmu-miR-151-5p,1914.92074797834,-0.0258660306501407,0.098367678647417,-0.262952536908523,0.792587162082885,0.892586476925118,FALSE,mmu-miR-151-5p
mmu-miR-190a-5p,0.865836736280486,-0.217043263687877,0.825842432765322,-0.262814376056108,0.792693654458738,NA,FALSE,mmu-miR-190a-5p
mmy-can-529,0.865836736280486,-0.217043263687877,0.825842432765322,-0.262814376056108,0.792693654458738,NA,FALSE,mmy-can-529
mlu-miR-146b-3p,2.13576394224916,0.149305931602771,0.5872855307606,0.254230563810083,0.799317439607435,0.897016256235119,FALSE,mlu-miR-146b-3p
mlu-miR-185-3p,12.3163260528037,0.0628584618233188,0.24842002298442,0.25303299254288,0.800242718218052,0.897016256235119,FALSE,mlu-miR-185-3p
hsa-miR-378a-5p,0.600936918332927,-0.201828500067745,0.843591073128751,-0.23924921267741,0.810912344272357,NA,FALSE,hsa-miR-378a-5p
mlu-miR-378A-5p,0.600936918332927,-0.201828500067745,0.843591073128751,-0.23924921267741,0.810912344272357,NA,FALSE,mlu-miR-378A-5p
