,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,miRNA
mmy-can-472,5.42639702155713,0.0857380419023063,0.365580524050985,0.234525737181636,0.814576854877812,0.910965299422518,FALSE,mmy-can-472
mmy-can-485,1.83937177620693,0.129037288490455,0.551510199763586,0.233970810595651,0.815007639537525,NA,FALSE,mmy-can-485
hsa-miR-196a-5p,3.27043390361661,-0.0964593312717967,0.433329100224304,-0.222600631302782,0.823846345068402,0.913419282770291,FALSE,hsa-miR-196a-5p
mlu-miR-196A-5p,3.27043390361661,-0.0964593312717967,0.433329100224304,-0.222600631302782,0.823846345068402,0.913419282770291,FALSE,mlu-miR-196A-5p
pha-miR-180,0.667577379648591,0.188133202988392,0.846754528348761,0.222181513874235,0.82417258427848,NA,FALSE,pha-miR-180
mmy-can-395,611.964425467847,0.0369869303710359,0.166575334014593,0.222043261025642,0.82428020636967,0.913419282770291,FALSE,mmy-can-395
mmy-can-446,2.12157774387525,-0.105838909401771,0.476855438141407,-0.221951771828981,0.824351427396424,0.913419282770291,FALSE,mmy-can-446
hsa-miR-23a-5p,0.974265514133825,-0.149173700799681,0.705973408022957,-0.211302152608602,0.832651503307756,NA,FALSE,hsa-miR-23a-5p
pha-miR-160,1.54932502559381,0.119296144299814,0.56800867689244,0.21002521467186,0.833647993445442,NA,FALSE,pha-miR-160
hsa-miR-30c-5p,4043.95912924082,-0.0264349805712914,0.126126728965501,-0.20959062990147,0.833987193471959,0.91986688158692,FALSE,hsa-miR-30c-5p
mlu-miR-30C-5p,4043.95912924082,-0.0264349805712914,0.126126728965501,-0.20959062990147,0.833987193471959,0.91986688158692,FALSE,mlu-miR-30C-5p
mmy-can-524,2019.93687042673,-0.026062087860276,0.126201723712797,-0.206511346228413,0.836391502747548,0.920412566950498,FALSE,mmy-can-524
mlu-miR-24-3p,7499.42312209967,0.0245616328807286,0.120615806583793,0.20363527448341,0.838638525618378,0.920732153230075,FALSE,mlu-miR-24-3p
hsa-miR-1296-5p,5.48078763826283,0.0739523390641581,0.367463366113411,0.201250916101754,0.840502380541977,0.920732153230075,FALSE,hsa-miR-1296-5p
pha-miR-188,0.591133646116043,0.186652718319369,0.93277640516365,0.20010445942468,0.841398885785654,NA,FALSE,pha-miR-188
pha-miR-158,1.52888676637453,0.105786946590074,0.537148705327204,0.196941639328041,0.843873208262129,NA,FALSE,pha-miR-158
pha-miR-157,2.01455299156368,0.106567262577752,0.572356389434105,0.186190395608437,0.852295455462853,0.931533808465069,FALSE,pha-miR-157
pha-miR-141,1.19966425230842,-0.099285839741183,0.549948396428577,-0.180536647412659,0.856731286556313,NA,FALSE,pha-miR-141
mmu-miR-1247-5p,0.567966338391774,-0.146780940907507,0.826458044176143,-0.177602410602495,0.859035231256446,NA,FALSE,mmu-miR-1247-5p
mmy-can-322,106.047072609625,0.03159747267995,0.182130504032125,0.173488086731351,0.862267791307877,0.940301075589133,FALSE,mmy-can-322
mlu-miR-33-3p,0.484249289442935,-0.130256104305198,0.753414860488637,-0.172887622923602,0.862739760628958,NA,FALSE,mlu-miR-33-3p
pha-miR-182,0.980326993279367,0.108112954755591,0.652723663781094,0.165633576281447,0.868445322198104,NA,FALSE,pha-miR-182
pha-miR-161,2.08524476967145,0.0903469739380637,0.55666030659769,0.162301807524709,0.871068191354431,0.943098170718702,FALSE,pha-miR-161
mmu-miR-125a-5p,19.7383821168017,0.0581626749090324,0.361535143143646,0.160876960406372,0.872190308851884,0.943098170718702,FALSE,mmu-miR-125a-5p
mmy-can-405,23.3070094550268,-0.0298719818072672,0.188394753278737,-0.158560582433368,0.874015086483086,0.943098170718702,FALSE,mmy-can-405
mmu-miR-145a-5p,16.0576487934923,0.046412009575531,0.294122840818146,0.157798046035558,0.874615938405103,0.943098170718702,FALSE,mmu-miR-145a-5p
mmy-can-502,16.0576487934923,0.046412009575531,0.294122840818146,0.157798046035558,0.874615938405103,0.943098170718702,FALSE,mmy-can-502
pha-miR-184,0.465356898845488,-0.157400295851325,1.01593697037918,-0.154931162503692,0.876875586138408,NA,FALSE,pha-miR-184
hsa-miR-450b-5p,0.647824460477312,-0.109784805157553,0.743838045580621,-0.147592349987769,0.882664492803287,NA,FALSE,hsa-miR-450b-5p
mlu-miR-450b-5p,0.647824460477312,-0.109784805157553,0.743838045580621,-0.147592349987769,0.882664492803287,NA,FALSE,mlu-miR-450b-5p
mmy-can-537,0.647824460477312,-0.109784805157553,0.743838045580621,-0.147592349987769,0.882664492803287,NA,FALSE,mmy-can-537
mlu-miR-145A-5p,16.0767928373364,0.042757310441307,0.294105795429011,0.145380713695006,0.884410291124055,0.949058695985299,FALSE,mlu-miR-145A-5p
pha-miR-131,4.66315762520256,-0.134298328541482,0.943826167935454,-0.142291380663082,0.886849854487832,0.949058695985299,FALSE,pha-miR-131
mlu-miR-125b-2-3p,25.6519939823928,0.0260890928426401,0.183782711663568,0.141956186229305,0.88711461344611,0.949058695985299,FALSE,mlu-miR-125b-2-3p
mlu-miR-340-3p,16.0367897178572,-0.0280543552744678,0.199234830557185,-0.140810495815467,0.888019651222759,0.949058695985299,FALSE,mlu-miR-340-3p
mmy-can-230,1.53306787519162,-0.0823204486236861,0.587009664012412,-0.140236956340715,0.888472773465511,NA,FALSE,mmy-can-230
mlu-miR-21A-3p,9.7632331271019,-0.0336334131932807,0.244150380022557,-0.137756956143887,0.890432503955461,0.949532006430381,FALSE,mlu-miR-21A-3p
mlu-miR-744-3p,0.671601747147421,0.0975279230891231,0.762208105230061,0.127954455508822,0.898185015917678,NA,FALSE,mlu-miR-744-3p
mlu-miR-190b-5p,94.0672752386532,0.0173709962858563,0.13665256166278,0.12711797038041,0.898847028536745,0.954282528094077,FALSE,mlu-miR-190b-5p
mmu-miR-190b-5p,94.0672752386532,0.0173709962858563,0.13665256166278,0.12711797038041,0.898847028536745,0.954282528094077,FALSE,mmu-miR-190b-5p
pha-miR-153,2.05515420970769,0.0645297137258897,0.525665842765768,0.122758049840883,0.90229869430816,0.955841693750623,FALSE,pha-miR-153
mlu-miR-409-5p,0.0775762457530018,0.338989175890459,2.91482365099414,0.116298348195042,0.907416094680006,NA,FALSE,mlu-miR-409-5p
mmu-miR-409-5p,0.0775762457530018,0.338989175890459,2.91482365099414,0.116298348195042,0.907416094680006,NA,FALSE,mmu-miR-409-5p
mlu-miR-301A-5p,0.56101108862064,0.111511714018006,0.979839642642502,0.113806085368493,0.90939151451247,NA,FALSE,mlu-miR-301A-5p
mmu-miR-301a-5p,0.56101108862064,0.111511714018006,0.979839642642502,0.113806085368493,0.90939151451247,NA,FALSE,mmu-miR-301a-5p
rno-miR-301a-5p,0.56101108862064,0.111511714018006,0.979839642642502,0.113806085368493,0.90939151451247,NA,FALSE,rno-miR-301a-5p
hsa-miR-542-5p,1.50872543480304,0.0602972112369014,0.5595558112284,0.107759065363882,0.914186814852329,NA,FALSE,hsa-miR-542-5p
mlu-miR-542-5p,1.50872543480304,0.0602972112369014,0.5595558112284,0.107759065363882,0.914186814852329,NA,FALSE,mlu-miR-542-5p
mmu-miR-542-5p,1.50872543480304,0.0602972112369014,0.5595558112284,0.107759065363882,0.914186814852329,NA,FALSE,mmu-miR-542-5p
mmy-can-506,133.460069629161,0.0183690516919376,0.17223908769436,0.106648565884962,0.915067788260352,0.967242706012039,FALSE,mmy-can-506
pha-miR-177,0.53242211668357,0.0961661684967444,0.935190068799364,0.10283061348182,0.918097408004358,NA,FALSE,pha-miR-177
mmy-can-508,0.675023336697084,-0.103188944785375,1.02125461377246,-0.101041349917823,0.919517635634383,NA,FALSE,mmy-can-508
pha-miR-1104,0.489278533444337,-0.0976958051029697,0.983103773481896,-0.0993748653379253,0.920840638519834,NA,FALSE,pha-miR-1104
pha-miR-169,1.84747533890129,0.0526167492755724,0.542557007920776,0.0969792086498226,0.922742905704288,NA,FALSE,pha-miR-169
mlu-miR-129-1-3p,10.9699546064233,0.0373896254009158,0.38672653490504,0.0966823375853863,0.922978666676574,0.971944937203998,FALSE,mlu-miR-129-1-3p
pha-miR-127,7.37873395483087,0.0255031300460041,0.265757871274523,0.0959637805785247,0.923549338671019,0.971944937203998,FALSE,pha-miR-127
mmy-can-484,11.2554831161858,-0.0280882955472833,0.302151610200509,-0.0929609328530263,0.925934597845145,0.97233219207268,FALSE,mmy-can-484
mlu-miR-381-3p,0.0604518271722392,-0.24076189433928,2.95654533115283,-0.0814335203328004,0.935097192252837,NA,FALSE,mlu-miR-381-3p
mmy-can-474,0.0604518271722392,-0.24076189433928,2.95654533115283,-0.0814335203328004,0.935097192252837,NA,FALSE,mmy-can-474
pha-miR-118,21.6639078025705,-0.11871280224074,1.51549732468843,-0.0783325712997526,0.937563508903463,0.982403502807541,FALSE,pha-miR-118
mlu-miR-199A-3p,543.690820316344,0.0107561676243916,0.148541404446477,0.0724119154822403,0.942274102505633,0.983969541768201,FALSE,mlu-miR-199A-3p
mmy-can-315,15.2461096550369,-0.0245549008933511,0.348658380853067,-0.0704268196085588,0.943853945281318,0.983969541768201,FALSE,mmy-can-315
mmy-can-422,5.48497730321163,0.0267930211831966,0.389672115549563,0.0687578610684262,0.945182360661156,0.983969541768201,FALSE,mmy-can-422
pha-miR-181,1.13088375182106,0.0443364806386103,0.674130612004747,0.0657683835284699,0.947562228007237,NA,FALSE,pha-miR-181
mmy-can-536,1.67752211737033,-0.0299810077525688,0.462716860043596,-0.0647934197810387,0.948338480696789,NA,FALSE,mmy-can-536
hsa-miR-449b-5p,0.672301011861915,0.0763970840551204,1.19560127817134,0.0638984630160054,0.949051076115316,NA,FALSE,hsa-miR-449b-5p
mlu-miR-18A-3p,88.3148765745712,0.00780525912016463,0.124235372804959,0.0628263830496839,0.949904756729386,0.986754510223198,FALSE,mlu-miR-18A-3p
mlu-miR-30A-3p,17.048127754461,0.0113476782429852,0.201644328369843,0.0562757124622522,0.95512216681323,0.990040611621456,FALSE,mlu-miR-30A-3p
mmy-can-527,47.2789272342467,0.0133602028101962,0.289777604855503,0.0461050218730957,0.96322654339084,0.996298699387092,FALSE,mmy-can-527
mlu-miR-127-3p,1.51384123899608,-0.0289449136274882,0.650420852338653,-0.0445018229711023,0.964504398897477,NA,FALSE,mlu-miR-127-3p
hsa-miR-103a-2-5p,14.6846983432012,0.00892984328433619,0.229603751294344,0.0388924102241189,0.968976167756175,0.997962634312984,FALSE,hsa-miR-103a-2-5p
mlu-miR-103-2-5p,14.6846983432012,0.00892984328433619,0.229603751294344,0.0388924102241189,0.968976167756175,0.997962634312984,FALSE,mlu-miR-103-2-5p
pha-miR-173,1.27923470244574,-0.0197939002884297,0.676033331256197,-0.02927947391536,0.976641697326025,NA,FALSE,pha-miR-173
pha-miR-114,17.2341260121612,-0.00976427795898803,0.334575963979011,-0.0291840389335337,0.976717810898252,0.998303533751572,FALSE,pha-miR-114
pha-miR-142,4.32115872067606,-0.0109729095629118,0.385933867835307,-0.0284320980287597,0.977317524018645,0.998303533751572,FALSE,pha-miR-142
mmy-can-518,3796.49346235783,0.00246807416844276,0.0870794175095098,0.0283427960249416,0.977388748005111,0.998303533751572,FALSE,mmy-can-518
hsa-miR-199b-5p,0.937457928840002,-0.0167984917167422,0.784473889737286,-0.0214137040588666,0.982915641814545,NA,FALSE,hsa-miR-199b-5p
pha-miR-111,67.2236645658152,0.00356102591491671,0.195881829601023,0.0181794601478345,0.98549568835707,0.998303533751572,FALSE,pha-miR-111
mmy-can-362,503.100626953586,0.00216961908517414,0.148693455884445,0.01459122106127,0.98835830308687,0.998303533751572,FALSE,mmy-can-362
hsa-miR-10a-5p,507.022723357446,0.00186444283021596,0.148720257953343,0.0125365760917445,0.989997521499576,0.998303533751572,FALSE,hsa-miR-10a-5p
mlu-miR-10A-5p,507.022723357446,0.00186444283021596,0.148720257953343,0.0125365760917445,0.989997521499576,0.998303533751572,FALSE,mlu-miR-10A-5p
mmu-miR-210-5p,2.90736830719858,-0.00482754064564343,0.531181581218535,-0.00908830580037999,0.992748680941391,0.998303533751572,FALSE,mmu-miR-210-5p
rno-miR-210-5p,2.90736830719858,-0.00482754064564343,0.531181581218535,-0.00908830580037999,0.992748680941391,0.998303533751572,FALSE,rno-miR-210-5p
mmy-can-414,49.87514646566,-0.00100813627843159,0.149481614144483,-0.00674421589706118,0.994618935053506,0.998303533751572,FALSE,mmy-can-414
hsa-miR-221-5p,40.7041375347368,-0.000318972923197033,0.150019712570774,-0.00212620673464197,0.998303533751572,0.998303533751572,FALSE,hsa-miR-221-5p
mlu-miR-221-5p,40.7041375347368,-0.000318972923197033,0.150019712570774,-0.00212620673464197,0.998303533751572,0.998303533751572,FALSE,mlu-miR-221-5p
mmu-miR-221-5p,40.7041375347368,-0.000318972923197033,0.150019712570774,-0.00212620673464197,0.998303533751572,0.998303533751572,FALSE,mmu-miR-221-5p
rno-miR-221-5p,40.7041375347368,-0.000318972923197033,0.150019712570774,-0.00212620673464197,0.998303533751572,0.998303533751572,FALSE,rno-miR-221-5p
