"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","description_Phha","gene_symbol_human","description_human"
"TRDMT1",49.6532739217327,0.0401870907062761,0.0655136976700613,0.613415089294234,0.539601911274579,0.947094161053436,FALSE,"tRNA aspartic acid methyltransferase 1%2C transcript variant X1;transcript_id=XM_045857899.1",NA,NA
"TRDN",0,NA,NA,NA,NA,NA,FALSE,"triadin%2C transcript variant X1;transcript_id=XM_045843665.1",NA,NA
"TREH",0.0454179996435918,-0.0532665976501245,1.7964152984441,-0.0296516054479493,0.976344908190104,NA,FALSE,"trehalase%2C transcript variant X3;transcript_id=XR_006785395.1",NA,NA
"TREM1",419.913373312711,0.112186068498042,0.120962068908082,0.927448327485961,0.353693808635141,0.887939287829199,FALSE,"triggering receptor expressed on myeloid cells 1%2C transcript variant X2;transcript_id=XM_045843608.1",NA,NA
"TREM2",6.34046623573904,0.516402285174176,0.154409383480079,3.34437113558451,0.000824693321713246,0.184724166164337,FALSE,"triggering receptor expressed on myeloid cells 2%2C transcript variant X2;transcript_id=XM_045843616.1",NA,NA
"TREML1",608.34263346579,0.00929268448859185,0.0999913516685145,0.0929348822025971,0.92595529366472,0.991612391416252,FALSE,"triggering receptor expressed on myeloid cells like 1;transcript_id=XM_045843711.1",NA,NA
"TREML2",132.508590911441,0.00100829745045863,0.0983435992370453,0.0102528019950567,0.991819590904124,0.999524608306165,FALSE,"triggering receptor expressed on myeloid cells like 2;transcript_id=XM_045843548.1",NA,NA
"TRERF1",161.540458962383,0.0197053034344425,0.063285518423872,0.311371446820754,0.755518257898634,0.974857877289914,FALSE,"transcriptional regulating factor 1%2C transcript variant X4;transcript_id=XM_045843164.1",NA,NA
"TREX2",1.12117347671178,-0.0587998340164888,0.23513420779348,-0.250069245850153,0.80253379877276,0.978240374792349,FALSE,"three prime repair exonuclease 2;transcript_id=XM_045845455.1",NA,NA
"TRH",0.212749571578767,0.207125432996421,0.730312023367646,0.283612245682764,0.776707551609761,NA,FALSE,"thyrotropin releasing hormone%2C transcript variant X1;transcript_id=XM_045832409.1",NA,NA
"TRHDE",0.199448763571372,0.0762044628744108,0.733529385712758,0.103887402957094,0.91725870399608,NA,FALSE,"thyrotropin releasing hormone degrading enzyme%2C transcript variant X2;transcript_id=XM_045829492.1",NA,NA
"TRHR",0,NA,NA,NA,NA,NA,FALSE,"thyrotropin releasing hormone receptor;transcript_id=XM_045861465.1",NA,NA
"TRIAP1",28.8733638338955,-0.0478002334732997,0.0580064935392361,-0.824049697831971,0.40991132016189,0.905481123490494,FALSE,"TP53 regulated inhibitor of apoptosis 1;transcript_id=XM_045843420.1",NA,NA
"TRIB1",121.34426205397,-0.00860667654843488,0.106216944360817,-0.0810292237291083,0.935418711737986,0.992825904053406,FALSE,"tribbles pseudokinase 1;transcript_id=XM_045861362.1",NA,NA
"TRIB2",70.2078675626449,-0.186672676732371,0.0572706071693937,-3.2594848554728,0.00111614739362498,0.19605315609116,FALSE,"tribbles pseudokinase 2;transcript_id=XM_045844601.1",NA,NA
"TRIB3",8.17867945307513,0.113360990287219,0.103082724299042,1.09970890911225,0.271458971765774,0.852190978482529,FALSE,"tribbles pseudokinase 3%2C transcript variant X1;transcript_id=XM_045833102.1",NA,NA
"TRIL",0.140824515646617,0.294887587292398,0.822006529980938,0.358741173624541,0.719788723717199,NA,FALSE,"TLR4 interactor with leucine rich repeats;transcript_id=XM_045828564.1",NA,NA
"TRIM11",79.9992460267918,-0.102060380152069,0.0491147331638251,-2.07799928000506,0.0377094254607881,0.562803807128304,FALSE,"tripartite motif containing 11%2C transcript variant X2;transcript_id=XM_045850503.1",NA,NA
"TRIM13",32.1788456648242,-0.0680919501790785,0.0551133944001284,-1.23548823149459,0.216648853676636,0.815300202070177,FALSE,"tripartite motif containing 13%2C transcript variant X1;transcript_id=XM_045821833.1",NA,NA
"TRIM14",16.4475451569193,-0.06228862014818,0.0749916865904202,-0.830607004325425,0.406195676568712,0.904046457327603,FALSE,"tripartite motif containing 14%2C transcript variant X2;transcript_id=XM_045840984.1",NA,NA
"TRIM16",1.2001835269623,0.396798779297614,0.221362421743178,1.79252998848185,0.0730481098966816,0.639022482942858,FALSE,"tripartite motif containing 16;transcript_id=XM_045824193.1",NA,NA
